Precio,Barrios,Expensas,Ambientes,MetrosCuadrados,Direccion,Dolarizado,PrecioPesos,PrecioM2Pesos,Tipo,ID,Ciudad,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Barrio_geopy,Barrio_Recod,Corredor,DireccionNorm,Latitud,Longitud
450000,"Villa Crespo, Capital Federal",$ 120.000 Expensas,1.0,40.0,Serrano  al 600,no,450000.0,11250.0,departamentos-,53943511,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Serrano 600,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.59545,-58.441246
280000,"Villa Crespo, Capital Federal",$ 69.000 Expensas,1.0,16.0,"Scalabrini Ortiz, Raul Av. al 300",no,280000.0,17500.0,departamentos-,53966225,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Scalabrini Ortiz, Raul Av. 300,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5945463,-58.4302641
450000,"Villa Crespo, Capital Federal",$ 97.000 Expensas,1.0,35.0,Vera 800,no,450000.0,1.28571428571428e+16,departamentos-,54129956,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Vera 800,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5964664,-58.4402084
400000,"Villa Crespo, Capital Federal",,2.0,46.0,Humahuaca e/ Estado de Israel y Lambaré,no,400000.0,8695652173913040.0,departamentos-,54117337,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Humahuaca e/ Estado de Israel y Lambaré,Villa Crespo, Ciudad de Buenos Aires, Argentina",,
520000,"Villa Crespo, Capital Federal",$ 120.000 Expensas,1.0,32.0,Corrientes  al 6300,no,520000.0,16250.0,departamentos-,54057855,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Corrientes 6300,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.6018725,-58.432753
400000,"Villa Crespo, Capital Federal",,3.0,48.0,Antezana al 500,no,400000.0,8333333333333330.0,departamentos-,54134764,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Antezana 500,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.6061268,-58.4463289
USD 450,"Villa Crespo, Capital Federal",$ 150.000 Expensas,2.0,42.0,Avenida Dorrego al e/ Avenida Corrientes y General Juan Gregorio Lemos,si,636750.0,1.51607142857142e+16,departamentos-,54143394,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Avenida Dorrego e/ Avenida Corrientes y General Juan Gregorio Lemos,Villa Crespo, Ciudad de Buenos Aires, Argentina",,
390000,"Villa Crespo, Capital Federal",$ 120.000 Expensas,1.0,46.0,Remedios de Escalada 960 5J,no,390000.0,8478260869565210.0,departamentos-,54146071,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Remedios de Escalada 960 5J,Villa Crespo, Ciudad de Buenos Aires, Argentina",,
USD 1.000,"Villa Crespo, Capital Federal",,2.0,65.0,Malabia al 400,si,1415000.0,2176923076923070.0,departamentos-,53863248,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Malabia 400,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.599007,-58.4399383
320000,"Villa Crespo, Capital Federal",$ 48.000 Expensas,2.0,36.0,"Alvarez, Julian al 700",no,320000.0,8888888888888880.0,departamentos-,53862704,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Alvarez, Julian 700,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5985197,-58.4328863
420000,"Villa Crespo, Capital Federal",$ 40.000 Expensas,1.0,30.0,Juan B. Justo 3000,no,420000.0,14000.0,departamentos-,53936753,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Juan B. Justo 3000,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.6036131,-58.4573554
USD 800,"Villa Crespo, Capital Federal",$ 180.000 Expensas,4.0,170.0,Aguirre 600 2 09,si,1132000.0,6658823529411760.0,departamentos-,53961963,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Aguirre 600 2 09,Villa Crespo, Ciudad de Buenos Aires, Argentina",,
900000,"Villa Crespo, Capital Federal",$ 135.000 Expensas,2.0,71.0,Araoz 900,no,900000.0,1267605633802810.0,departamentos-,53962485,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Araoz 900,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.596422,-58.43182
460000,"Villa Crespo, Capital Federal",$ 118.250 Expensas,2.0,55.0,Luis Maria Drago al 300,no,460000.0,8363636363636360.0,departamentos-,53962301,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Luis Maria Drago 300,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.601571,-58.437267
830000,"Villa Crespo, Capital Federal",$ 95.000 Expensas,3.0,70.0,Acevedo  al 400,no,830000.0,1.18571428571428e+16,departamentos-,54030625,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Acevedo 400,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5981694,-58.4408508
830000,"Villa Crespo, Capital Federal",$ 95.000 Expensas,3.0,70.0,Acevedo  al 400,no,830000.0,1.18571428571428e+16,departamentos-,54030625,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Acevedo 400,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5981694,-58.4408508
350000,"Villa Crespo, Capital Federal",,1.0,36.0,Acevedo 100,no,350000.0,9722222222222220.0,departamentos-,54040329,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Acevedo 100,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.6006232,-58.4439481
USD 300,"Villa Crespo, Capital Federal",$ 45.000 Expensas,2.0,30.0,Juan Ramírez de Velasco 1000,si,424500.0,14150.0,departamentos-,54047692,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Juan Ramírez de Velasco 1000,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5975368,-58.4374911
300000,"Villa Crespo, Capital Federal",$ 62.000 Expensas,1.0,35.0,"Vera al 1100, y Darwin",no,300000.0,857142857142857.0,departamentos-,54003664,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Vera 1100, y Darwin,Villa Crespo, Ciudad de Buenos Aires, Argentina",,
400000,"Villa Crespo, Capital Federal",$ 153.000 Expensas,1.0,40.0,Serrano Entre Vera y Ramirez DE Velazco,no,400000.0,10000.0,departamentos-,53995528,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Serrano Entre Vera y Ramirez DE Velazco,Villa Crespo, Ciudad de Buenos Aires, Argentina",,
360000,"Villa Crespo, Capital Federal",$ 64.000 Expensas,1.0,33.0,Castillo 1100,no,360000.0,1090909090909090.0,departamentos-,53995581,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Castillo 1100,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5920513,-58.4374632
600000,"Villa Crespo, Capital Federal",$ 68.000 Expensas,2.0,62.0,Lavalleja 800,no,600000.0,967741935483871.0,departamentos-,53997205,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Lavalleja 800,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.598795,-58.431337
370000,"Villa Crespo, Capital Federal",$ 40.000 Expensas,2.0,36.0,Avenida Juan Bautista Justo 3600,no,370000.0,1.02777777777777e+16,departamentos-,53997599,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Avenida Juan Bautista Justo 3600,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.6021648,-58.4547852
USD 500,"Villa Crespo, Capital Federal",$ 80.000 Expensas,1.0,35.0,Vera al 800,si,707500.0,2.02142857142857e+16,departamentos-,53935767,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Vera 800,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5964664,-58.4402084
220000,"Villa Crespo, Capital Federal",$ 36.000 Expensas,1.0,25.0,"Pueyrredon, Honorio, Dr. Av. al 1600",no,220000.0,8800.0,departamentos-,53904483,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Pueyrredon, Honorio, Dr. Av. 1600,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.6070008,-58.4460814
USD 800,"Villa Crespo, Capital Federal",$ 120.000 Expensas,2.0,56.0,Pringles 1200,si,1132000.0,2.02142857142857e+16,departamentos-,53989305,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Pringles 1200,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5967715,-58.4262847
220000,"Villa Crespo, Capital Federal",$ 36.000 Expensas,1.0,25.0,"Pueyrredon, Honorio, Dr. Av. al 1600",no,220000.0,8800.0,departamentos-,53904483,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Pueyrredon, Honorio, Dr. Av. 1600,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.6070008,-58.4460814
USD 800,"Villa Crespo, Capital Federal",$ 120.000 Expensas,2.0,56.0,Pringles 1200,si,1132000.0,2.02142857142857e+16,departamentos-,53989305,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Pringles 1200,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5967715,-58.4262847
450000,"Villa Crespo, Capital Federal",$ 30.000 Expensas,2.0,52.0,Av. Scalabrini Ortíz  al 800,no,450000.0,8653846153846150.0,departamentos-,54071267,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Av. Scalabrini Ortíz 800,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5963546,-58.43357
USD 385,"Villa Crespo, Capital Federal",,1.0,34.0,Humboldt 600,si,544775.0,1602279411764700.0,departamentos-,54090266,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Humboldt 600,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5933779,-58.4460174
300000,"Villa Crespo, Capital Federal",$ 70.000 Expensas,2.0,36.0,Jufré 0,no,300000.0,8333333333333330.0,departamentos-,54090813,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Jufré 0,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5964258,-58.4316103
530000,"Villa Crespo, Capital Federal",$ 120.000 Expensas,2.0,44.0,Serrano 200,no,530000.0,1.20454545454545e+16,departamentos-,54121829,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Serrano 200,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5989147,-58.4459143
950000,"Villa Crespo, Capital Federal",,3.0,80.0,Castillo 140  9,no,950000.0,11875.0,departamentos-,54119653,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Castillo 140 9,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5936468,-58.4359397
700000,"Villa Crespo, Capital Federal",$ 52.250 Expensas,4.0,103.0,Corrientes 5600,no,700000.0,6796116504854360.0,departamentos-,54102789,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Corrientes 5600,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5964985,-58.4426037
550000,"Villa Crespo, Capital Federal",$ 68.000 Expensas,3.0,67.0,Camargo al 800,no,550000.0,8208955223880590.0,departamentos-,54097658,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Camargo 800,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5982457,-58.4426991
450000,"Villa Crespo, Capital Federal",$ 100.000 Expensas,2.0,40.0,Antezana al 500,no,450000.0,11250.0,departamentos-,54137193,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Antezana 500,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.6061268,-58.4463289
400000,"Villa Crespo, Capital Federal",$ 60.000 Expensas,1.0,33.0,Eustaquio Frias al 100,no,400000.0,1.21212121212121e+16,departamentos-,54132049,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Eustaquio Frias 100,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.6038909,-58.4371172
400000,"Villa Crespo, Capital Federal",$ 35.000 Expensas,1.0,34.0,Humboldt 600,no,400000.0,1176470588235290.0,departamentos-,54132130,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Humboldt 600,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5933779,-58.4460174
550000,"Villa Crespo, Capital Federal",$ 130.000 Expensas,2.0,45.0,Camargo 500,no,550000.0,1.22222222222222e+16,departamentos-,54088465,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Camargo 500,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.6007559,-58.4399124
USD 650,"Villa Crespo, Capital Federal",,2.0,60.0,Darwin e/ Juan B. Justo y Villarroel,si,919750.0,1.53291666666666e+16,departamentos-,54161684,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Darwin e/ Juan B. Justo y Villarroel,Villa Crespo, Ciudad de Buenos Aires, Argentina",,
450000,"Villa Crespo, Capital Federal",$ 43.000 Expensas,3.0,49.0,"Gallardo, Angel Av. al 700",no,450000.0,9183673469387750.0,departamentos-,53849768,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Gallardo, Angel Av. 700,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.6052375,-58.4386878
USD 550,"Villa Crespo, Capital Federal",,3.0,60.0,Juan B Justo  al 3300,si,778250.0,1.29708333333333e+16,departamentos-,54163919,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Juan B Justo 3300,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.6020765,-58.4550716
USD 720,"Villa Crespo, Capital Federal",$ 98.000 Expensas,2.0,55.0,Malabia al 400,si,1018800.0,1.85236363636363e+16,departamentos-,53557277,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Malabia 400,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.599007,-58.4399383
USD 800,"Villa Crespo, Capital Federal",$ 290.000 Expensas,3.0,120.0,Acevedo 400,si,1132000.0,9433333333333330.0,departamentos-,45541738,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Acevedo 400,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5981694,-58.4408508
350000,"Villa Crespo, Capital Federal",$ 85.000 Expensas,1.0,34.0,Luis Maria Drago  300 5°,no,350000.0,1.02941176470588e+16,departamentos-,46994122,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Luis Maria Drago 300 5°,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.6012886,-58.4373883
500000,"Villa Crespo, Capital Federal",$ 110.000 Expensas,2.0,50.0,L.M.Drago 200,no,500000.0,10000.0,departamentos-,43779634,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"L.M.Drago 200,Villa Crespo, Ciudad de Buenos Aires, Argentina",,
450000,"Villa Crespo, Capital Federal",$ 134.900 Expensas,3.0,60.0,"CAMARGO 1000. Entre Justo, juan b. avda. y Thames",no,450000.0,7500.0,departamentos-,43606099,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"CAMARGO 1000. Entre Justo, juan b. avda. y Thames,Villa Crespo, Ciudad de Buenos Aires, Argentina",,
380000,"Villa Crespo, Capital Federal",$ 66.000 Expensas,2.0,50.0,MALABIA AL 100,no,380000.0,7600.0,departamentos-,42225483,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"MALABIA AL 100,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5940735,-58.4321013
350000,"Villa Crespo, Capital Federal",$ 85.000 Expensas,1.0,40.0,Av.Corrientes ,no,350000.0,8750.0,departamentos-,49345117,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Av.Corrientes ,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5938731,-58.4452384
300000,"Villa Crespo, Capital Federal",$ 110.000 Expensas,1.0,42.0,Lavalleja  100 2°,no,300000.0,7142857142857140.0,departamentos-,48606000,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Lavalleja 100 2°,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.6017151,-58.4356876
300000,"Villa Crespo, Capital Federal",$ 110.000 Expensas,1.0,42.0,Lavalleja  100 2°,no,300000.0,7142857142857140.0,departamentos-,48606000,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Lavalleja 100 2°,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.6017151,-58.4356876
500000,"Villa Crespo, Capital Federal",$ 140.000 Expensas,2.0,50.0,Malabia ,no,500000.0,10000.0,departamentos-,45997973,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Malabia ,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5990344,-58.4396927
USD 650,"Villa Crespo, Capital Federal",,3.0,80.0,Serrano  200,si,919750.0,11496875.0,departamentos-,52483022,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Serrano 200,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5989147,-58.4459143
USD 400,"Villa Crespo, Capital Federal",$ 38.000 Expensas,1.0,38.0, VERA 1177,si,566000.0,1.48947368421052e+16,departamentos-,52683104,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"VERA 1177,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.6028501,-58.4339572
USD 800,"Villa Crespo, Capital Federal",,2.0,55.0,PADILLA 800,si,1132000.0,2058181818181810.0,departamentos-,52913100,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"PADILLA 800,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5990834,-58.4436923
USD 800,"Villa Crespo, Capital Federal",,2.0,55.0,PADILLA 800,si,1132000.0,2058181818181810.0,departamentos-,52913100,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"PADILLA 800,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5990834,-58.4436923
325000,"Villa Crespo, Capital Federal",$ 62.000 Expensas,1.0,38.0,"ALVAREZ, JULIAN 600. Entre Aguirre y Loyola",no,325000.0,8552631578947360.0,departamentos-,52981460,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"ALVAREZ, JULIAN 600. Entre Aguirre y Loyola,Villa Crespo, Ciudad de Buenos Aires, Argentina",,
USD 600,"Villa Crespo, Capital Federal",$ 20.000 Expensas,2.0,65.0,Vera 400,si,849000.0,1.30615384615384e+16,departamentos-,52697651,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Vera 400,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5999807,-58.4369295
USD 1.600,"Villa Crespo, Capital Federal",$ 1 Expensas,3.0,80.0,Av San Martin y Pujol,si,2264000.0,28300.0,departamentos-,51453004,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Av San Martin y Pujol,Villa Crespo, Ciudad de Buenos Aires, Argentina",,
349000,"Villa Crespo, Capital Federal",$ 149.000 Expensas,2.0,45.0,Acoyte 1394 Ciudad de Buenos Aires,no,349000.0,7755555555555550.0,departamentos-,51579119,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Acoyte 1394 Ciudad de Buenos Aires,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.60368708571429,-58.442668973469395
USD 450,"Villa Crespo, Capital Federal",,1.0,43.0,Lerma 44,si,636750.0,1.48081395348837e+16,departamentos-,51159601,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Lerma 44,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.59798021428571,-58.42845512857143
280000,"Villa Crespo, Capital Federal",$ 80.000 Expensas,1.0,33.0,Lavalleja al 500,no,280000.0,8484848484848480.0,departamentos-,53227992,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Lavalleja 500,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.6017151,-58.4356876
USD 600,"Villa Crespo, Capital Federal",,2.0,37.0,Araoz al 900,si,849000.0,2.29459459459459e+16,departamentos-,53097481,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Araoz 900,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.596422,-58.43182
310000,"Villa Crespo, Capital Federal",$ 26.000 Expensas,2.0,31.0,Lavalleja al 500,no,310000.0,10000.0,departamentos-,53290221,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Lavalleja 500,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.6017151,-58.4356876
400000,"Villa Crespo, Capital Federal",,2.0,29.0,Aguirre  al 800,no,400000.0,1.37931034482758e+16,departamentos-,53290444,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Aguirre 800,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.595184,-58.438119
400000,"Villa Crespo, Capital Federal",$ 55.000 Expensas,3.0,57.0,"M,gandhi 414",no,400000.0,7017543859649120.0,departamentos-,53341332,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"M,gandhi 414,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.6057129,-58.4438554
USD 550,"Villa Crespo, Capital Federal",$ 70.000 Expensas,2.0,44.0,Gurruchaga 400,si,778250.0,17687.5,departamentos-,53361508,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Gurruchaga 400,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.598114,-58.4429045
USD 550,"Villa Crespo, Capital Federal",$ 70.000 Expensas,2.0,40.0,Gurruchaga 400,si,778250.0,19456.25,departamentos-,53361515,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Gurruchaga 400,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.598114,-58.4429045
350000,"Villa Crespo, Capital Federal",,,40.0,vera 1100,no,350000.0,8750.0,departamentos-,53377359,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"vera 1100,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.6028501,-58.4339572
USD 1.500,"Villa Crespo, Capital Federal",,4.0,90.0,Murillo 677,si,2122500.0,2.35833333333333e+16,departamentos-,53284995,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Murillo 677,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.600772104,-58.44348684
550000,"Villa Crespo, Capital Federal",$ 69.996 Expensas,1.0,36.0,Antezana 570,no,550000.0,1.52777777777777e+16,departamentos-,53342370,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Antezana 570,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.6066736,-58.4472581
580000,"Villa Crespo, Capital Federal",$ 75.000 Expensas,1.0,37.0,Araoz al 600,no,580000.0,1.56756756756756e+16,departamentos-,53345556,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Araoz 600,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5985,-58.435079
270000,"Villa Crespo, Capital Federal",$ 35.000 Expensas,2.0,24.0,Juan Ramírez De Velazco  100 1°,no,270000.0,11250.0,departamentos-,52537533,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Juan Ramírez De Velazco 100 1°,Villa Crespo, Ciudad de Buenos Aires, Argentina",,
USD 390,"Villa Crespo, Capital Federal",,1.0,55.0,darwin 700,si,551850.0,1.00336363636363e+16,departamentos-,53060214,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"darwin 700,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.59346,-58.444507
350000,"Villa Crespo, Capital Federal",$ 80.000 Expensas,2.0,35.0,Scalabrini Ortiz al 200,no,350000.0,10000.0,departamentos-,53265986,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Scalabrini Ortiz 200,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.600619,-58.440171
600000,"Villa Crespo, Capital Federal",$ 160.000 Expensas,3.0,82.0,Loyola al 400,no,600000.0,7317073170731700.0,departamentos-,53141474,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Loyola 400,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5972579,-58.4344134
460000,"Villa Crespo, Capital Federal",$ 46.100 Expensas,3.0,59.0,Camargo  al 900,no,460000.0,7796610169491520.0,departamentos-,53236266,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Camargo 900,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5973891,-58.4436696
USD 1.130,"Villa Crespo, Capital Federal",,4.0,80.0,LAVALLEJA Y AGUIRRE,si,1598950.0,19986875.0,departamentos-,52568736,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"LAVALLEJA Y AGUIRRE,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.6003687,-58.4330392
