Precio,Barrios,Expensas,Ambientes,MetrosCuadrados,Direccion,Dolarizado,PrecioPesos,PrecioM2Pesos,Tipo,ID,Ciudad,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Barrio_geopy,Barrio_Recod,Corredor,DireccionNorm,Latitud,Longitud
USD 750,"Recoleta, Capital Federal",,3.0,80.0,Arenales 2875,si,1061250.0,13265625.0,departamentos-,53865809,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Arenales 2875,Recoleta, Ciudad de Buenos Aires, Argentina",-34.591114226530614,-58.405782440816324
1000000,"Recoleta, Capital Federal",$ 250.000 Expensas,4.0,98.0,Avenida Santa Fe 3041,no,1000000.0,1.0204081632653e+16,departamentos-,53823858,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Avenida Santa Fe 3041,Recoleta, Ciudad de Buenos Aires, Argentina",-34.59043085102041,-58.40824331632653
360000,"Recoleta, Capital Federal",$ 60.000 Expensas,2.0,42.0,Vidt 2174,no,360000.0,857142857142857.0,departamentos-,53760373,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Vidt 2174,Recoleta, Ciudad de Buenos Aires, Argentina",,
500000,"Recoleta, Capital Federal",,2.0,55.0,Arenales 1263,no,500000.0,909090909090909.0,departamentos-,53839647,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Arenales 1263,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5947491,-58.3945711
USD 750,"Recoleta, Capital Federal",,3.0,80.0,Arenales 2875,si,1061250.0,13265625.0,departamentos-,53865809,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Arenales 2875,Recoleta, Ciudad de Buenos Aires, Argentina",-34.591114226530614,-58.405782440816324
1,"Recoleta, Capital Federal",$ 150.000 Expensas,4.0,118.0,Vicente López ,no,1.0,0.0084745762711864,departamentos-,53866844,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Vicente López ,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5868284,-58.3963845
USD 950,"Recoleta, Capital Federal",$ 100.000 Expensas,3.0,80.0,Larrea 1322,si,1344250.0,16803125.0,departamentos-,53833032,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Larrea 1322,Recoleta, Ciudad de Buenos Aires, Argentina",-34.591701367346936,-58.39986842857143
USD 680,"Recoleta, Capital Federal",$ 95.000 Expensas,3.0,120.0,Paraguay 2630,si,962200.0,8018333333333330.0,departamentos-,53757595,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Paraguay 2630,Recoleta, Ciudad de Buenos Aires, Argentina",-34.597230399999994,-58.40562645714286
1,"Recoleta, Capital Federal",$ 150.000 Expensas,4.0,118.0,Vicente López ,no,1.0,0.0084745762711864,departamentos-,53866844,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Vicente López ,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5868284,-58.3963845
USD 950,"Recoleta, Capital Federal",$ 100.000 Expensas,3.0,80.0,Larrea 1322,si,1344250.0,16803125.0,departamentos-,53833032,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Larrea 1322,Recoleta, Ciudad de Buenos Aires, Argentina",-34.591701367346936,-58.39986842857143
USD 680,"Recoleta, Capital Federal",$ 95.000 Expensas,3.0,120.0,Paraguay 2630,si,962200.0,8018333333333330.0,departamentos-,53757595,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Paraguay 2630,Recoleta, Ciudad de Buenos Aires, Argentina",-34.597230399999994,-58.40562645714286
360000,"Recoleta, Capital Federal",$ 89.000 Expensas,2.0,35.0,Guido 1737,no,360000.0,1.02857142857142e+16,departamentos-,53890425,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Guido 1737,Recoleta, Ciudad de Buenos Aires, Argentina",-34.590462259183674,-58.38927495714285
USD 1.200,"Recoleta, Capital Federal",,4.0,111.0,Avenida General Las Heras 2000,si,1698000.0,1.52972972972972e+16,departamentos-,53469540,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Avenida General Las Heras 2000,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5902075,-58.3940062
USD 340,"Recoleta, Capital Federal",$ 80.000 Expensas,2.0,52.0,José A. Cabrera ,si,481100.0,9251923076923070.0,departamentos-,53505555,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"José A. Cabrera ,Recoleta, Ciudad de Buenos Aires, Argentina",,
USD 900,"Recoleta, Capital Federal",,3.0,90.0,Avenida del Libertador & Avenida Callao,si,1273500.0,14150.0,departamentos-,53622718,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Avenida del Libertador & Avenida Callao,Recoleta, Ciudad de Buenos Aires, Argentina",,
449999,"Recoleta, Capital Federal",$ 59.000 Expensas,3.0,65.0,Charcas 2793,no,449999.0,6.92306153846153e+16,departamentos-,53612003,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Charcas 2793,Recoleta, Ciudad de Buenos Aires, Argentina",-34.59423660612245,-58.40589709591837
600000,"Recoleta, Capital Federal",$ 75.000 Expensas,3.0,48.0,Paraguay 2600,no,600000.0,12500.0,departamentos-,54121936,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Paraguay 2600,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5973094,-58.4051147
USD 700,"Recoleta, Capital Federal",,2.0,58.0,Marcelo T. de Alvear 2295,si,990500.0,1707758620689650.0,departamentos-,54128648,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Marcelo T. de Alvear 2295,Recoleta, Ciudad de Buenos Aires, Argentina",-34.59674026938775,-58.400109671428574
650000,"Recoleta, Capital Federal",$ 100.000 Expensas,3.0,60.0,AVENIDA LAS HERAS ,no,650000.0,1.08333333333333e+16,departamentos-,54064955,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"AVENIDA LAS HERAS ,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5870684,-58.3966939
USD 800,"Recoleta, Capital Federal",$ 130.000 Expensas,3.0,135.0,Avenida Callao 1370,si,1132000.0,8385185185185180.0,departamentos-,54137410,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Avenida Callao 1370,Recoleta, Ciudad de Buenos Aires, Argentina",-34.59299458367347,-58.39302070816327
250000,"Recoleta, Capital Federal",$ 41.160 Expensas,1.0,27.0,Peña 2378,no,250000.0,925925925925926.0,departamentos-,54138836,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Peña 2378,Recoleta, Ciudad de Buenos Aires, Argentina",-34.590127091836735,-58.39827044489795
USD 350,"Recoleta, Capital Federal",$ 40.000 Expensas,2.0,76.0,General Lucio Norberto Mansilla 2400,si,495250.0,6.51644736842105e+16,departamentos-,54139338,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"General Lucio Norberto Mansilla 2400,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5945109,-58.4090068
500000,"Recoleta, Capital Federal",$ 130.000 Expensas,2.0,32.0,Rodríguez Peña 1300,no,500000.0,15625.0,departamentos-,54128522,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Rodríguez Peña 1300,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5940403,-58.392244
350000,"Recoleta, Capital Federal",$ 140.000 Expensas,2.0,45.0,Charcas 2699,no,350000.0,7777777777777770.0,departamentos-,54128548,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Charcas 2699,Recoleta, Ciudad de Buenos Aires, Argentina",-34.594687234,-58.405064689999996
850000,"Recoleta, Capital Federal",$ 120.000 Expensas,3.0,90.0,Rodríguez Peña 1000,no,850000.0,9444444444444440.0,departamentos-,54141119,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Rodríguez Peña 1000,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5949117,-58.3920283
680000,"Recoleta, Capital Federal",$ 190.000 Expensas,2.0,57.0,Junín 1500,no,680000.0,1192982456140350.0,departamentos-,54080426,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Junín 1500,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5909079,-58.3950701
USD 350,"Recoleta, Capital Federal",$ 70.000 Expensas,1.0,33.0,Paraguay 2975,si,495250.0,1.50075757575757e+16,departamentos-,53765710,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Paraguay 2975,Recoleta, Ciudad de Buenos Aires, Argentina",-34.595749316326526,-58.409238193877556
USD 550,"Recoleta, Capital Federal",,1.0,33.0,Billinghurst 1300,si,778250.0,2.35833333333333e+16,departamentos-,53820897,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Billinghurst 1300,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5947815,-58.4136236
375000,"Recoleta, Capital Federal",$ 50.000 Expensas,2.0,30.0,Avenida Coronel Díaz 2427,no,375000.0,12500.0,departamentos-,53868066,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Avenida Coronel Díaz 2427,Recoleta, Ciudad de Buenos Aires, Argentina",-34.58453775510204,-58.40672820408163
400000,"Recoleta, Capital Federal",,2.0,41.0,Gallo 1465,no,400000.0,975609756097561.0,departamentos-,53858039,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Gallo 1465,Recoleta, Ciudad de Buenos Aires, Argentina",-34.593223540816325,-58.409863353061226
260000,"Recoleta, Capital Federal",$ 85.000 Expensas,1.0,18.0,Arenales 2021,no,260000.0,1.44444444444444e+16,departamentos-,53961912,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Arenales 2021,Recoleta, Ciudad de Buenos Aires, Argentina",-34.59449604285714,-58.39621678163266
550000,"Recoleta, Capital Federal",$ 87.000 Expensas,2.0,45.0,Av Córdoba 1600,no,550000.0,1.22222222222222e+16,departamentos-,53936868,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Av Córdoba 1600,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5995435,-58.3895943
600000,"Recoleta, Capital Federal",$ 62.000 Expensas,2.0,28.0,Paraná 1019,no,600000.0,2.14285714285714e+16,departamentos-,53952541,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Paraná 1019,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5983588,-58.3882086
380000,"Recoleta, Capital Federal",,1.0,34.0,Beruti 2300,no,380000.0,1.11764705882352e+16,departamentos-,53941586,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Beruti 2300,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5878671,-58.4086688
USD 450,"Recoleta, Capital Federal",,2.0,33.0,Laprida ,si,636750.0,1.92954545454545e+16,departamentos-,53984713,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Laprida ,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5917627,-58.4051049
400000,"Recoleta, Capital Federal",$ 50.000 Expensas,2.0,45.0,Paraguay 2000,no,400000.0,8888888888888880.0,departamentos-,53981551,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Paraguay 2000,Recoleta, Ciudad de Buenos Aires, Argentina",-34.59883,-58.395708
850000,"Recoleta, Capital Federal",$ 100.000 Expensas,3.0,49.0,Billinghurst & Beruti,no,850000.0,1.73469387755102e+16,departamentos-,53954886,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Billinghurst & Beruti,Recoleta, Ciudad de Buenos Aires, Argentina",,
USD 700,"Recoleta, Capital Federal",$ 100.000 Expensas,3.0,75.0,Peña 2191,si,990500.0,1.32066666666666e+16,departamentos-,53950747,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Peña 2191,Recoleta, Ciudad de Buenos Aires, Argentina",-34.591183048979595,-58.3965857122449
800000,"Recoleta, Capital Federal",$ 130.000 Expensas,2.0,68.0,Avenida Santa Fe 2545,no,800000.0,1176470588235290.0,departamentos-,53874240,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Avenida Santa Fe 2545,Recoleta, Ciudad de Buenos Aires, Argentina",-34.59415953469387,-58.402913348979595
400000,"Recoleta, Capital Federal",$ 80.000 Expensas,,40.0,Avenida General Las Heras 2126,no,400000.0,10000.0,departamentos-,54037179,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Avenida General Las Heras 2126,Recoleta, Ciudad de Buenos Aires, Argentina",-34.589166444897955,-58.39523152653061
460000,"Recoleta, Capital Federal",$ 69.000 Expensas,2.0,39.0,Peña & Avenida Pueyrredón,no,460000.0,1.17948717948717e+16,departamentos-,54056309,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Peña & Avenida Pueyrredón,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5887708,-58.3994332
450000,"Recoleta, Capital Federal",$ 90.000 Expensas,2.0,47.0,José Andrés Pacheco de Melo ,no,450000.0,9574468085106380.0,departamentos-,54048440,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"José Andrés Pacheco de Melo ,Recoleta, Ciudad de Buenos Aires, Argentina",,
460000,"Recoleta, Capital Federal",$ 69.000 Expensas,2.0,39.0,Peña & Avenida Pueyrredón,no,460000.0,1.17948717948717e+16,departamentos-,54056309,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Peña & Avenida Pueyrredón,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5887708,-58.3994332
450000,"Recoleta, Capital Federal",$ 90.000 Expensas,2.0,47.0,José Andrés Pacheco de Melo ,no,450000.0,9574468085106380.0,departamentos-,54048440,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"José Andrés Pacheco de Melo ,Recoleta, Ciudad de Buenos Aires, Argentina",,
480000,"Recoleta, Capital Federal",$ 90.000 Expensas,2.0,45.0,Gorriti 3408,no,480000.0,1.06666666666666e+16,departamentos-,53996466,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Gorriti 3408,Recoleta, Ciudad de Buenos Aires, Argentina",-34.59566486122449,-58.412942844897955
550000,"Recoleta, Capital Federal",$ 50.000 Expensas,2.0,35.0,Av. Córdoba 1800,no,550000.0,1.57142857142857e+16,departamentos-,53998837,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Av. Córdoba 1800,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5998625,-58.392709
950000,"Recoleta, Capital Federal",,3.0,80.0,Laprida ,no,950000.0,11875.0,departamentos-,54007462,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Laprida ,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5917627,-58.4051049
400000,"Recoleta, Capital Federal",$ 56.000 Expensas,2.0,45.0,Juncal 1900,no,400000.0,8888888888888880.0,departamentos-,53907181,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Juncal 1900,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5937251,-58.3942381
USD 800,"Recoleta, Capital Federal",$ 134.000 Expensas,3.0,72.0,Avenida Libertador ,si,1132000.0,1.57222222222222e+16,departamentos-,53824667,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Avenida Libertador ,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5832419,-58.396548
385000,"Recoleta, Capital Federal",$ 90.000 Expensas,1.0,29.0,Agüero ,no,385000.0,1.32758620689655e+16,departamentos-,53852038,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Agüero ,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5917097,-58.4070715
780000,"Recoleta, Capital Federal",$ 70.000 Expensas,3.0,67.0,Avenida Córdoba ,no,780000.0,1.16417910447761e+16,departamentos-,53925268,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Avenida Córdoba ,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5996468,-58.3999137
USD 1.350,"Recoleta, Capital Federal",,2.0,80.0,José Andrés Pacheco de Melo 2000,si,1910250.0,23878125.0,departamentos-,53904014,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"José Andrés Pacheco de Melo 2000,Recoleta, Ciudad de Buenos Aires, Argentina",,
590000,"Recoleta, Capital Federal",$ 140.000 Expensas,3.0,84.0,Paraná 800,no,590000.0,7023809523809520.0,departamentos-,53904524,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Paraná 800,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5926363,-58.3888729
470000,"Recoleta, Capital Federal",$ 125.000 Expensas,1.0,50.0,José A. Cabrera 3323,no,470000.0,9400.0,departamentos-,53984235,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"José A. Cabrera 3323,Recoleta, Ciudad de Buenos Aires, Argentina",,
350000,"Recoleta, Capital Federal",$ 100.000 Expensas,2.0,39.0,Charcas ,no,350000.0,8974358974358970.0,departamentos-,53984078,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Charcas ,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5924741,-58.4111525
Consultar precio,"Recoleta, Capital Federal",,2.0,40.0,Avenida Santa Fe 2800,sin dato,1.0,0.025,departamentos-,53998548,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Avenida Santa Fe 2800,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5927499,-58.4060689
700000,"Recoleta, Capital Federal",$ 200.000 Expensas,4.0,80.0,Avenida Pueyrredón 1813/15,no,700000.0,8750.0,departamentos-,54110289,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Avenida Pueyrredón 1813/15,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5872287,-58.3967603
450000,"Recoleta, Capital Federal",$ 60.000 Expensas,3.0,50.0,Av. Cnel. Díaz 1427,no,450000.0,9000.0,departamentos-,54115594,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Av. Cnel. Díaz 1427,Recoleta, Ciudad de Buenos Aires, Argentina",,
530000,"Recoleta, Capital Federal",$ 79.000 Expensas,2.0,39.0,Ayacucho Y Peña,no,530000.0,1358974358974350.0,departamentos-,54096376,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Ayacucho Y Peña,Recoleta, Ciudad de Buenos Aires, Argentina",,
300000,"Recoleta, Capital Federal",,2.0,31.0,Paraguay 2475,no,300000.0,967741935483871.0,departamentos-,54102678,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Paraguay 2475,Recoleta, Ciudad de Buenos Aires, Argentina",-34.59754420612245,-58.40299750816327
USD 3.000,"Recoleta, Capital Federal",$ 320.000 Expensas,3.0,86.0,Güemes 3355,si,4245000.0,4936046511627900.0,departamentos-,54117799,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Güemes 3355,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5912664,-58.4097681
590000,"Recoleta, Capital Federal",$ 120.000 Expensas,3.0,60.0,Av. Cnel. Díaz 2351,no,590000.0,9833333333333330.0,departamentos-,54121217,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Av. Cnel. Díaz 2351,Recoleta, Ciudad de Buenos Aires, Argentina",,
443000,"Recoleta, Capital Federal",$ 126.000 Expensas,3.0,53.0,Cordoba 2600,no,443000.0,8358490566037730.0,departamentos-,43074418,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Cordoba 2600,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5986542,-58.4036223
550000,"Recoleta, Capital Federal",$ 80.000 Expensas,2.0,50.0,Av. Callao 715,no,550000.0,11000.0,departamentos-,53475447,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Av. Callao 715,Recoleta, Ciudad de Buenos Aires, Argentina",-34.599582,-58.3929512
USD 750,"Recoleta, Capital Federal",$ 105.000 Expensas,2.0,44.0,Avenida Santa Fe 2036,si,1061250.0,2411931818181810.0,departamentos-,54108596,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Avenida Santa Fe 2036,Recoleta, Ciudad de Buenos Aires, Argentina",-34.59579225306123,-58.39661261632653
900000,"Recoleta, Capital Federal",,3.0,105.0,Avenida Alvear,no,900000.0,857142857142857.0,departamentos-,54157572,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Avenida Alvear,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5860803,-58.39034
500000,"Recoleta, Capital Federal",$ 150.000 Expensas,2.0,60.0,Uriburu 1054,no,500000.0,8333333333333330.0,departamentos-,53895317,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Uriburu 1054,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5897136,-58.3953116
850000,"Recoleta, Capital Federal",$ 185.000 Expensas,4.0,79.0,Juncal ,no,850000.0,1.0759493670886e+16,departamentos-,54023347,Buenos Aires,,,,,Recoleta,RECOLETA,NORTE,"Juncal ,Recoleta, Ciudad de Buenos Aires, Argentina",-34.5928429,-58.3875543
USD 9.500,"Palermo Chico, Palermo",,7.0,600.0,Mora Fernandez  al 2900,si,13442500.0,2.24041666666666e+16,casas-,52716765,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Mora Fernandez 2900,Palermo, Ciudad de Buenos Aires, Argentina",-34.5795884,-58.3982898
Consultar precio,"Palermo Chico, Palermo",,9.0,1140.0,Eduardo Costa  al 3000,sin dato,1.0,0.0008771929824561,casas-,53735921,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Eduardo Costa 3000,Palermo, Ciudad de Buenos Aires, Argentina",-34.5780529,-58.4025205
USD 9.500,"Palermo Chico, Palermo",,10.0,500.0,Mora Fernandez al 2900,si,13442500.0,26885.0,casas-,52936179,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Mora Fernandez 2900,Palermo, Ciudad de Buenos Aires, Argentina",-34.5795884,-58.3982898
USD 8.500,"Palermo Chico, Palermo",,,478.0,Juez Tedin al 2700,si,12027500.0,2516213389121330.0,casas-,54112405,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Juez Tedin 2700,Palermo, Ciudad de Buenos Aires, Argentina",-34.5759455,-58.4014013
USD 10.000,"Palermo Chico, Palermo",,5.0,500.0,Mariscal Castilla  al 3000,si,14150000.0,28300.0,casas-,52852516,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Mariscal Castilla 3000,Palermo, Ciudad de Buenos Aires, Argentina",-34.5783339,-58.3993856
USD 11.000,"Palermo Chico, Palermo",,5.0,600.0,Dirección no informada,si,15565000.0,2.59416666666666e+16,casas-,54099330,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Dirección no informada,Palermo, Ciudad de Buenos Aires, Argentina",,
USD 4.800,"Palermo Chico, Palermo",,5.0,415.0,Costa Eduardo  3000,si,6792000.0,1.63662650602409e+16,casas-,54073636,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Costa Eduardo 3000,Palermo, Ciudad de Buenos Aires, Argentina",-34.5780529,-58.4025205
Consultar precio,"Palermo Chico, Palermo",,7.0,500.0,Mariscal Castilla al 3000,sin dato,1.0,0.002,casas-,51866249,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Mariscal Castilla 3000,Palermo, Ciudad de Buenos Aires, Argentina",-34.5783339,-58.3993856
USD 9.800,"Palermo Chico, Palermo",,5.0,500.0,Mariscal Ramón Castilla,si,13867000.0,27734.0,casas-,51739187,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Mariscal Ramón Castilla,Palermo, Ciudad de Buenos Aires, Argentina",-34.5794961,-58.4000459
USD 6.500,"Palermo Chico, Palermo",,8.0,360.0,Eduardo Costa 3000 CABA,si,9197500.0,2554861111111110.0,casas-,52083807,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Eduardo Costa 3000 CABA,Palermo, Ciudad de Buenos Aires, Argentina",-34.5780529,-58.4025205
USD 11.000,"Palermo Chico, Palermo",,8.0,500.0,Casa en Barrio Parque - 8 Ambientes - 3 Plantas - Cochera Fija  -amoblado Completo- Palermo Chico,si,15565000.0,31130.0,casas-,52155405,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Casa en Barrio Parque - 8 Ambientes - 3 Plantas - Cochera Fija -amoblado Completo- Palermo Chico,Palermo, Ciudad de Buenos Aires, Argentina",,
USD 9.500,"Palermo Chico, Palermo",,7.0,600.0,Casa - 485m² - 7 Ambientes - 1 Cochera,si,13442500.0,2.24041666666666e+16,casas-,53251608,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Casa - 485m² - 7 Ambientes - 1 Cochera,Palermo, Ciudad de Buenos Aires, Argentina",,
700000,"Palermo Chico, Palermo",$ 70.000 Expensas,2.0,45.0,Ugarteche  al 3100,no,700000.0,1.55555555555555e+16,departamentos-,53015027,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Ugarteche 3100,Palermo, Ciudad de Buenos Aires, Argentina",-34.5804554,-58.4119939
USD 3.500,"Palermo Chico, Palermo",,4.0,168.0,Mariscal Ramon Castilla al 2800,si,4952500.0,2.94791666666666e+16,departamentos-,53775563,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Mariscal Ramon Castilla 2800,Palermo, Ciudad de Buenos Aires, Argentina",-34.5810137,-58.4013673
USD 5.000,"Palermo Chico, Palermo",$ 203.000 Expensas,6.0,310.0,Figueroa Alcorta  al 3000,si,7075000.0,2282258064516120.0,departamentos-,53939099,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Figueroa Alcorta 3000,Palermo, Ciudad de Buenos Aires, Argentina",-34.5809679,-58.3979889
USD 800,"Palermo Chico, Palermo",$ 61.000 Expensas,2.0,48.0,Ruggieri al 2900,si,1132000.0,2.35833333333333e+16,departamentos-,52796548,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Ruggieri 2900,Palermo, Ciudad de Buenos Aires, Argentina",-34.5809476,-58.4074085
USD 6.500,"Palermo Chico, Palermo",,4.0,194.0,Av Figueroa Alcorta al 3000,si,9197500.0,4740979381443290.0,departamentos-,53771139,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Av Figueroa Alcorta 3000,Palermo, Ciudad de Buenos Aires, Argentina",-34.5809679,-58.3979889
USD 1.250,"Palermo Chico, Palermo",$ 170.000 Expensas,3.0,70.0,Ruggieri al 2900,si,1768750.0,2526785714285710.0,departamentos-,53873878,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Ruggieri 2900,Palermo, Ciudad de Buenos Aires, Argentina",-34.5809476,-58.4074085
USD 3.000,"Palermo Chico, Palermo",$ 444.362 Expensas,6.0,185.0,Castex al 3500,si,4245000.0,2.29459459459459e+16,departamentos-,53454573,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Castex 3500,Palermo, Ciudad de Buenos Aires, Argentina",-34.5773364,-58.4069987
USD 9.000,"Palermo Chico, Palermo",$ 95.000 Expensas,4.0,271.0,Alcorta 3200,si,12735000.0,4699261992619920.0,departamentos-,53366192,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Alcorta 3200,Palermo, Ciudad de Buenos Aires, Argentina",-34.5791246,-58.4014758
USD 3.000,"Palermo Chico, Palermo",$ 280.000 Expensas,6.0,260.0,Scalabrini Ortiz al 3200,si,4245000.0,1.6326923076923e+16,departamentos-,53714967,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Scalabrini Ortiz 3200,Palermo, Ciudad de Buenos Aires, Argentina",-34.5799732,-58.4100111
USD 1.800,"Palermo Chico, Palermo",$ 227.000 Expensas,3.0,95.0,Ruggieri al 2900,si,2547000.0,2.68105263157894e+16,departamentos-,53695585,Buenos Aires,,,,,Palermo,PALERMO,NORTE,"Ruggieri 2900,Palermo, Ciudad de Buenos Aires, Argentina",-34.5809476,-58.4074085
