Precio,Barrios,Expensas,Ambientes,MetrosCuadrados,Direccion,Dolarizado,PrecioPesos,PrecioM2Pesos,ID,Barrio_geopy,Barrio_Recod,Corredor,DireccionNorm,Latitud,Longitud
$ 600.000,"Núñez, Capital Federal",$ 150.000 Expensas,2.0,70.0,Quesada 1700,no,600000.0,8571.42857142857,53714846,Nunez,NUNEZ,NORTE,"Quesada 1700,Nunez, Buenos Aires, Argentina",-34.5507208,-58.4561757
USD 1.400,"Núñez, Capital Federal",$ 260.000 Expensas,3.0,83.0,Cuba 2300,si,1887200.0,22737.349397590362,53711445,Nunez,NUNEZ,NORTE,"Cuba 2300,Nunez, Buenos Aires, Argentina",-34.539659,-58.472209
$ 590.000,"Núñez, Capital Federal",$ 125.000 Expensas,2.0,58.0,Avenida Comodoro Martín Rivadavia 2300,no,590000.0,10172.413793103447,53370269,Nunez,NUNEZ,NORTE,"Avenida Comodoro Martín Rivadavia 2300,Nunez, Buenos Aires, Argentina",-34.548066,-58.4671787
USD 1.200,"Núñez, Capital Federal",,2.0,55.0,Montañeses 3150,si,1617600.0,29410.909090909092,51780714,Nunez,NUNEZ,NORTE,"Montañeses 3150,Nunez, Buenos Aires, Argentina",-34.54817317755102,-58.457082695918366
USD 900,"Núñez, Capital Federal",,2.0,50.0,Crisólogo Larralde & Amenábar,si,1213200.0,24264.0,51812945,Nunez,NUNEZ,NORTE,"Crisólogo Larralde & Amenábar,Nunez, Buenos Aires, Argentina",,
$ 330.000,"Núñez, Capital Federal",$ 45.000 Expensas,1.0,30.0,Amenábar 3560,no,330000.0,11000.0,53679767,Nunez,NUNEZ,NORTE,"Amenábar 3560,Nunez, Buenos Aires, Argentina",-34.55058703877551,-58.46984354897959
$ 330.000,"Núñez, Capital Federal",$ 45.000 Expensas,1.0,30.0,Amenábar 3560,no,330000.0,11000.0,53679767,Nunez,NUNEZ,NORTE,"Amenábar 3560,Nunez, Buenos Aires, Argentina",-34.55058703877551,-58.46984354897959
USD 850,"Núñez, Capital Federal",$ 120.000 Expensas,3.0,75.0,Manzanares 1636,si,1145800.0,15277.333333333334,53731890,Nunez,NUNEZ,NORTE,"Manzanares 1636,Nunez, Buenos Aires, Argentina",-34.5468027,-58.4682244
$ 950.000,"Núñez, Capital Federal",$ 120.000 Expensas,3.0,75.0,Manzanares 1636,no,950000.0,12666.666666666666,53732123,Nunez,NUNEZ,NORTE,"Manzanares 1636,Nunez, Buenos Aires, Argentina",-34.5468027,-58.4682244
USD 850,"Colegiales, Capital Federal",$ 140.000 Expensas,3.0,67.0,Moldes  al 600,si,1145800.0,17101.492537313432,53596375,Colegiales,COLEGIALES,NOROESTE,"Moldes 600,Colegiales, Buenos Aires, Argentina",-34.5701343,-58.4520806
$ 375.000,"Colegiales, Capital Federal",$ 60.000 Expensas,2.0,40.0,PALPA 2400. Entre Ciudad de la paz y Avenida cabildo,no,375000.0,9375.0,53415044,Colegiales,COLEGIALES,NOROESTE,"PALPA 2400. Entre Ciudad de la paz y Avenida cabildo,Colegiales, Buenos Aires, Argentina",,
USD 450,"Colegiales, Capital Federal",$ 80.000 Expensas,1.0,45.0,Av. Olleros 2400,si,606600.0,13480.0,53670847,Colegiales,COLEGIALES,NOROESTE,"Av. Olleros 2400,Colegiales, Buenos Aires, Argentina",-34.5712193,-58.4443006
USD 1.700,"Colegiales, Capital Federal",$ 190.000 Expensas,1.0,77.0,Concepcion Arenal al 300,si,2291600.0,29761.03896103896,53522123,Colegiales,COLEGIALES,NOROESTE,"Concepcion Arenal 300,Colegiales, Buenos Aires, Argentina",-34.5825819,-58.4457942
$ 600.000,"Colegiales, Capital Federal",$ 168.400 Expensas,2.0,40.0,Amenabar 700,no,600000.0,15000.0,53594813,Colegiales,COLEGIALES,NOROESTE,"Amenabar 700,Colegiales, Buenos Aires, Argentina",-34.5726147,-58.4462345
$ 500.000,"Colegiales, Capital Federal",$ 134.000 Expensas,1.0,35.0,Moldes al 600,no,500000.0,14285.714285714286,53594852,Colegiales,COLEGIALES,NOROESTE,"Moldes 600,Colegiales, Buenos Aires, Argentina",-34.5701343,-58.4520806
$ 800.000,"Colegiales, Capital Federal",$ 250.000 Expensas,4.0,80.0,Aguilar al 2600,no,800000.0,10000.0,53589731,Colegiales,COLEGIALES,NOROESTE,"Aguilar 2600,Colegiales, Buenos Aires, Argentina",-34.570948,-58.4487106
USD 1.000,"Colegiales, Capital Federal",$ 390.000 Expensas,3.0,110.0,Cespedes 3200,si,1348000.0,12254.545454545454,53360048,Colegiales,COLEGIALES,NOROESTE,"Cespedes 3200,Colegiales, Buenos Aires, Argentina",-34.5761367,-58.4530994
$ 500.000,"Colegiales, Capital Federal",$ 87.000 Expensas,1.0,38.0,Virrey Avilés  al 3200,no,500000.0,13157.894736842105,53685933,Colegiales,COLEGIALES,NOROESTE,"Virrey Avilés 3200,Colegiales, Buenos Aires, Argentina",-34.5735384,-58.4586023
USD 500,"Colegiales, Capital Federal",$ 130.400 Expensas,1.0,35.0,Amenabar 700,si,674000.0,19257.14285714286,53597817,Colegiales,COLEGIALES,NOROESTE,"Amenabar 700,Colegiales, Buenos Aires, Argentina",-34.5726147,-58.4462345
USD 450,"Colegiales, Capital Federal",$ 80.000 Expensas,1.0,45.0,Av. Olleros 2400,si,606600.0,13480.0,53670847,Colegiales,COLEGIALES,NOROESTE,"Av. Olleros 2400,Colegiales, Buenos Aires, Argentina",-34.5712193,-58.4443006
USD 2.200,"Colegiales, Capital Federal",,3.0,124.0,Santos Dumont  al 3400,si,2965600.0,23916.129032258064,53716653,Colegiales,COLEGIALES,NOROESTE,"Santos Dumont 3400,Colegiales, Buenos Aires, Argentina",-34.581922,-58.4469822
$ 320.000,"Colegiales, Capital Federal",,1.0,34.0,Federico Lacroze al 3200,no,320000.0,9411.764705882353,53515682,Colegiales,COLEGIALES,NOROESTE,"Federico Lacroze 3200,Colegiales, Buenos Aires, Argentina",-34.5779405,-58.4492463
$ 500.000,"Colegiales, Capital Federal",$ 121.000 Expensas,2.0,43.0,Federico Lacroze  al 2900,no,500000.0,11627.906976744185,53705366,Colegiales,COLEGIALES,NOROESTE,"Federico Lacroze 2900,Colegiales, Buenos Aires, Argentina",-34.5747879,-58.4475527
$ 400.000,"Colegiales, Capital Federal",$ 71.000 Expensas,1.0,35.0,Moldes  al 600,no,400000.0,11428.57142857143,53487600,Colegiales,COLEGIALES,NOROESTE,"Moldes 600,Colegiales, Buenos Aires, Argentina",-34.5701343,-58.4520806
USD 1.700,"Colegiales, Capital Federal",$ 190.000 Expensas,1.0,77.0,Concepcion Arenal al 300,si,2291600.0,29761.03896103896,53522123,Colegiales,COLEGIALES,NOROESTE,"Concepcion Arenal 300,Colegiales, Buenos Aires, Argentina",-34.5825819,-58.4457942
$ 370.000,"Colegiales, Capital Federal",$ 134.000 Expensas,1.0,35.0,Moldes al 600,no,370000.0,10571.42857142857,53555417,Colegiales,COLEGIALES,NOROESTE,"Moldes 600,Colegiales, Buenos Aires, Argentina",-34.5701343,-58.4520806
$ 700.000,"Colegiales, Capital Federal",$ 60.000 Expensas,2.0,60.0,Matienzo al 2400,no,700000.0,11666.666666666666,53658250,Colegiales,COLEGIALES,NOROESTE,"Matienzo 2400,Colegiales, Buenos Aires, Argentina",-34.5772585,-58.4441122
$ 800.000,"Colegiales, Capital Federal",$ 250.000 Expensas,4.0,80.0,Aguilar al 2600,no,800000.0,10000.0,53589731,Colegiales,COLEGIALES,NOROESTE,"Aguilar 2600,Colegiales, Buenos Aires, Argentina",-34.570948,-58.4487106
$ 490.000,"Colegiales, Capital Federal",$ 30.000 Expensas,3.0,40.0,Cabildo 1124 1100. Entre Cespedes y Aguilar,no,490000.0,12250.0,53179432,Colegiales,COLEGIALES,NOROESTE,"Cabildo 1124 1100. Entre Cespedes y Aguilar,Colegiales, Buenos Aires, Argentina",,
USD 1.200,"Colegiales, Capital Federal",$ 145.000 Expensas,2.0,50.0,Concepción Arenal  al 2900,si,1617600.0,32352.0,53661937,Colegiales,COLEGIALES,NOROESTE,"Concepción Arenal 2900,Colegiales, Buenos Aires, Argentina",-34.5782647,-58.4412837
$ 600.000,"Colegiales, Capital Federal",$ 168.400 Expensas,2.0,40.0,Amenabar 700,no,600000.0,15000.0,53594813,Colegiales,COLEGIALES,NOROESTE,"Amenabar 700,Colegiales, Buenos Aires, Argentina",-34.5726147,-58.4462345
$ 375.000,"Colegiales, Capital Federal",$ 60.000 Expensas,2.0,40.0,PALPA 2400. Entre Ciudad de la paz y Avenida cabildo,no,375000.0,9375.0,53415044,Colegiales,COLEGIALES,NOROESTE,"PALPA 2400. Entre Ciudad de la paz y Avenida cabildo,Colegiales, Buenos Aires, Argentina",,
$ 320.000,"Colegiales, Capital Federal",$ 33.000 Expensas,2.0,40.0,"ARREDONDO, VIRREY 3467. Entre Martinez, enrique y Delgado",no,320000.0,8000.0,53379153,Colegiales,COLEGIALES,NOROESTE,"ARREDONDO, VIRREY 3467. Entre Martinez, enrique y Delgado,Colegiales, Buenos Aires, Argentina",,
$ 570.000,"Colegiales, Capital Federal",$ 70.000 Expensas,3.0,55.0,Av. de los Incas  al 3300,no,570000.0,10363.636363636364,53716708,Colegiales,COLEGIALES,NOROESTE,"Av. de los Incas 3300,Colegiales, Buenos Aires, Argentina",-34.5725977,-58.4605388
$ 950.000,"Colegiales, Capital Federal",$ 90.000 Expensas,1.0,38.0,Concepcion Arenal al 300,no,950000.0,25000.0,53612555,Colegiales,COLEGIALES,NOROESTE,"Concepcion Arenal 300,Colegiales, Buenos Aires, Argentina",-34.5825819,-58.4457942
$ 500.000,"Colegiales, Capital Federal",$ 134.000 Expensas,1.0,35.0,Moldes al 600,no,500000.0,14285.714285714286,53594852,Colegiales,COLEGIALES,NOROESTE,"Moldes 600,Colegiales, Buenos Aires, Argentina",-34.5701343,-58.4520806
USD 500,"Colegiales, Capital Federal",,1.0,35.0,Moldes 600,si,674000.0,19257.14285714286,53366412,Colegiales,COLEGIALES,NOROESTE,"Moldes 600,Colegiales, Buenos Aires, Argentina",-34.5701343,-58.4520806
$ 430.000,"Colegiales, Capital Federal",$ 52.259 Expensas,2.0,47.0,Delgado al 800,no,430000.0,9148.936170212766,53645885,Colegiales,COLEGIALES,NOROESTE,"Delgado 800,Colegiales, Buenos Aires, Argentina",-34.5790242,-58.4524382
USD 1.100,"Colegiales, Capital Federal",$ 95.000 Expensas,2.0,55.0,concepcion arenal 2900,si,1482800.0,26960.0,53534683,Colegiales,COLEGIALES,NOROESTE,"concepcion arenal 2900,Colegiales, Buenos Aires, Argentina",-34.5782647,-58.4412837
$ 380.000,"Colegiales, Capital Federal",$ 67.000 Expensas,3.0,40.0,Moldes 1300,no,380000.0,9500.0,53415444,Colegiales,COLEGIALES,NOROESTE,"Moldes 1300,Colegiales, Buenos Aires, Argentina",-34.5697156,-58.4528846
$ 850.000,"Colegiales, Capital Federal",$ 95.000 Expensas,4.0,95.0,Virrey Aviles al 3300,no,850000.0,8947.368421052632,53670572,Colegiales,COLEGIALES,NOROESTE,"Virrey Aviles 3300,Colegiales, Buenos Aires, Argentina",-34.5743529,-58.4592494
$ 340.000,"Colegiales, Capital Federal",$ 54.998 Expensas,1.0,34.0,Dirección no informada,no,340000.0,10000.0,47914320,Colegiales,COLEGIALES,NOROESTE,"Dirección no informada,Colegiales, Buenos Aires, Argentina",,
USD 420,"Colegiales, Capital Federal",,1.0,56.0,Federico Lacroze  al 3200,si,566160.0,10110.0,53629580,Colegiales,COLEGIALES,NOROESTE,"Federico Lacroze 3200,Colegiales, Buenos Aires, Argentina",-34.5779405,-58.4492463
USD 1.800,"Colegiales, Capital Federal",,3.0,74.0,Dirección no informada,si,2426400.0,32789.18918918919,53122050,Colegiales,COLEGIALES,NOROESTE,"Dirección no informada,Colegiales, Buenos Aires, Argentina",,
$ 270.000,"Colegiales, Capital Federal",$ 58.000 Expensas,1.0,29.0,Alvarez Thomas 970,no,270000.0,9310.344827586207,53296241,Colegiales,COLEGIALES,NOROESTE,"Alvarez Thomas 970,Colegiales, Buenos Aires, Argentina",-34.579138846938775,-58.45559082653061
$ 400.000,"Colegiales, Capital Federal",$ 49.000 Expensas,1.0,30.0,Jorge Newbery  al 2400,no,400000.0,13333.333333333334,53683067,Colegiales,COLEGIALES,NOROESTE,"Jorge Newbery 2400,Colegiales, Buenos Aires, Argentina",-34.5744141,-58.4431015
$ 500.000,"Colegiales, Capital Federal",$ 70.000 Expensas,2.0,60.0,Concepcion Arenal 3400,no,500000.0,8333.333333333334,51999571,Colegiales,COLEGIALES,NOROESTE,"Concepcion Arenal 3400,Colegiales, Buenos Aires, Argentina",-34.5824814,-58.4456537
$ 270.000,"Colegiales, Capital Federal",$ 58.000 Expensas,1.0,29.0,Alvarez Thomas 970,no,270000.0,9310.344827586207,53296241,Colegiales,COLEGIALES,NOROESTE,"Alvarez Thomas 970,Colegiales, Buenos Aires, Argentina",-34.579138846938775,-58.45559082653061
USD 1.100,"Colegiales, Capital Federal",$ 95.000 Expensas,2.0,55.0,concepcion arenal 2900,si,1482800.0,26960.0,53534683,Colegiales,COLEGIALES,NOROESTE,"concepcion arenal 2900,Colegiales, Buenos Aires, Argentina",-34.5782647,-58.4412837
$ 340.000,"Colegiales, Capital Federal",$ 54.998 Expensas,1.0,34.0,Dirección no informada,no,340000.0,10000.0,47914320,Colegiales,COLEGIALES,NOROESTE,"Dirección no informada,Colegiales, Buenos Aires, Argentina",,
$ 500.000,"Colegiales, Capital Federal",$ 75.000 Expensas,2.0,55.0,GIRIBONE 1159,no,500000.0,9090.90909090909,53300664,Colegiales,COLEGIALES,NOROESTE,"GIRIBONE 1159,Colegiales, Buenos Aires, Argentina",,
USD 1.800,"Colegiales, Capital Federal",,3.0,74.0,Dirección no informada,si,2426400.0,32789.18918918919,53122050,Colegiales,COLEGIALES,NOROESTE,"Dirección no informada,Colegiales, Buenos Aires, Argentina",,
$ 500.000,"Colegiales, Capital Federal",$ 70.000 Expensas,2.0,60.0,Concepcion Arenal 3400,no,500000.0,8333.333333333334,51999571,Colegiales,COLEGIALES,NOROESTE,"Concepcion Arenal 3400,Colegiales, Buenos Aires, Argentina",-34.5824814,-58.4456537
$ 2.000.000,"Colegiales, Capital Federal",,5.0,230.0,Zapiola 500,no,2000000.0,8695.652173913044,53405581,Colegiales,COLEGIALES,NOROESTE,"Zapiola 500,Colegiales, Buenos Aires, Argentina",-34.5768582,-58.4465848
$ 340.000,"Colegiales, Capital Federal",$ 54.998 Expensas,1.0,34.0,Dirección no informada,no,340000.0,10000.0,47914320,Colegiales,COLEGIALES,NOROESTE,"Dirección no informada,Colegiales, Buenos Aires, Argentina",,
USD 1.800,"Colegiales, Capital Federal",,3.0,74.0,Dirección no informada,si,2426400.0,32789.18918918919,53122050,Colegiales,COLEGIALES,NOROESTE,"Dirección no informada,Colegiales, Buenos Aires, Argentina",,
USD 500,"Colegiales, Capital Federal",$ 55.000 Expensas,2.0,50.0,"OLAGUER Y FELIU, VIRREY 2900. Entre Zapiola y Conesa",si,674000.0,13480.0,51680392,Colegiales,COLEGIALES,NOROESTE,"OLAGUER Y FELIU, VIRREY 2900. Entre Zapiola y Conesa,Colegiales, Buenos Aires, Argentina",,
$ 650.000,"Colegiales, Capital Federal",$ 100.000 Expensas,3.0,100.0,Amenabar  al 1100,no,650000.0,6500.0,53725024,Colegiales,COLEGIALES,NOROESTE,"Amenabar 1100,Colegiales, Buenos Aires, Argentina",-34.5706,-58.449752
$ 380.000,"Colegiales, Capital Federal",$ 67.000 Expensas,3.0,40.0,Moldes 1300,no,380000.0,9500.0,53415444,Colegiales,COLEGIALES,NOROESTE,"Moldes 1300,Colegiales, Buenos Aires, Argentina",-34.5697156,-58.4528846
$ 270.000,"Colegiales, Capital Federal",$ 39.547 Expensas,1.0,27.0,Freire al 1200,no,270000.0,10000.0,53676949,Colegiales,COLEGIALES,NOROESTE,"Freire 1200,Colegiales, Buenos Aires, Argentina",-34.5764478,-58.4500548
$ 650.000,"Colegiales, Capital Federal",,3.0,68.0,Cespedes al 3200,no,650000.0,9558.823529411764,53568740,Colegiales,COLEGIALES,NOROESTE,"Cespedes 3200,Colegiales, Buenos Aires, Argentina",-34.5761367,-58.4530994
$ 350.000,"Colegiales, Capital Federal",$ 104.313 Expensas,1.0,46.0,Zabala al 2600,no,350000.0,7608.695652173913,53658246,Colegiales,COLEGIALES,NOROESTE,"Zabala 2600,Colegiales, Buenos Aires, Argentina",-34.5698672,-58.4505131
$ 420.000,"Colegiales, Capital Federal",$ 145.000 Expensas,3.0,65.0,Charlone al 300,no,420000.0,6461.538461538462,53146219,Colegiales,COLEGIALES,NOROESTE,"Charlone 300,Colegiales, Buenos Aires, Argentina",,
$ 400.000,"Colegiales, Capital Federal",$ 71.000 Expensas,1.0,33.0,Moldes  al 600,no,400000.0,12121.212121212122,53197995,Colegiales,COLEGIALES,NOROESTE,"Moldes 600,Colegiales, Buenos Aires, Argentina",-34.5701343,-58.4520806
USD 650,"Colegiales, Capital Federal",,2.0,46.0,Alvarez Thomas al 200,si,876200.0,19047.82608695652,53377893,Colegiales,COLEGIALES,NOROESTE,"Alvarez Thomas 200,Colegiales, Buenos Aires, Argentina",-34.5821658,-58.4469793
$ 350.000,"Colegiales, Capital Federal",$ 70.000 Expensas,2.0,44.0,14 DE JULIO 800. Entre Fraga y Guevara,no,350000.0,7954.545454545455,53568418,Colegiales,COLEGIALES,NOROESTE,"14 DE JULIO 800. Entre Fraga y Guevara,Colegiales, Buenos Aires, Argentina",,
$ 450.000,"Colegiales, Capital Federal",$ 68.500 Expensas,2.0,35.0,Aguilar 2400,no,450000.0,12857.142857142857,53635560,Colegiales,COLEGIALES,NOROESTE,"Aguilar 2400,Colegiales, Buenos Aires, Argentina",-34.5722805,-58.4502608
$ 450.000,"Colegiales, Capital Federal",$ 53.000 Expensas,3.0,61.0,"AGUILAR 2400. Entre Cabildo, avda. y Ciudad de la paz",no,450000.0,7377.049180327869,53159260,Colegiales,COLEGIALES,NOROESTE,"AGUILAR 2400. Entre Cabildo, avda. y Ciudad de la paz,Colegiales, Buenos Aires, Argentina",,
$ 310.000,"Colegiales, Capital Federal",$ 28.591 Expensas,2.0,42.0,Conesa 880 1º C,no,310000.0,7380.952380952381,53059720,Colegiales,COLEGIALES,NOROESTE,"Conesa 880 1º C,Colegiales, Buenos Aires, Argentina",,
USD 700,"Colegiales, Capital Federal",,2.0,54.0,Alvarez Thomas 900,si,943600.0,17474.074074074073,53666632,Colegiales,COLEGIALES,NOROESTE,"Alvarez Thomas 900,Colegiales, Buenos Aires, Argentina",-34.5793823,-58.4547928
$ 350.000,"Colegiales, Capital Federal",,1.0,34.0,Federico Lacroze 2816,no,350000.0,10294.117647058823,53447441,Colegiales,COLEGIALES,NOROESTE,"Federico Lacroze 2816,Colegiales, Buenos Aires, Argentina",-34.57393221428571,-58.44710312857143
$ 800.000,"Colegiales, Capital Federal",$ 35.000 Expensas,4.0,81.0,Zapiola 779,no,800000.0,9876.543209876543,49921600,Colegiales,COLEGIALES,NOROESTE,"Zapiola 779,Colegiales, Buenos Aires, Argentina",-34.57556892142857,-58.44914607142857
USD 650,"Colegiales, Capital Federal",$ 4.000 Expensas,1.0,50.0,Alvarez Thomas al 700,si,876200.0,17524.0,53567020,Colegiales,COLEGIALES,NOROESTE,"Alvarez Thomas 700,Colegiales, Buenos Aires, Argentina",-34.58029426271186,-58.45196554576271
USD 1.100,"Colegiales, Capital Federal",$ 150.000 Expensas,1.0,59.0,Concepción Arenal 2989 ,si,1482800.0,25132.20338983051,51940875,Colegiales,COLEGIALES,NOROESTE,"Concepción Arenal 2989 ,Colegiales, Buenos Aires, Argentina",-34.57899956530612,-58.44244335306122
USD 850,"Colegiales, Capital Federal",$ 180.000 Expensas,3.0,93.0,Moldes al 600,si,1145800.0,12320.430107526881,53679460,Colegiales,COLEGIALES,NOROESTE,"Moldes 600,Colegiales, Buenos Aires, Argentina",-34.5701343,-58.4520806
$ 350.000,"Colegiales, Capital Federal",$ 40.000 Expensas,1.0,34.0,Teodoro Garcia 2600,no,350000.0,10294.117647058823,53555014,Colegiales,COLEGIALES,NOROESTE,"Teodoro Garcia 2600,Colegiales, Buenos Aires, Argentina",-34.5710672,-58.4465487
$ 790.000,"Colegiales, Capital Federal",,3.0,67.0,Federico Lacroze 2816,no,790000.0,11791.044776119403,53108980,Colegiales,COLEGIALES,NOROESTE,"Federico Lacroze 2816,Colegiales, Buenos Aires, Argentina",-34.57393221428571,-58.44710312857143
$ 650.000,"Colegiales, Capital Federal",$ 210.000 Expensas,3.0,85.0,Dirección no informada,no,650000.0,7647.058823529412,50331348,Colegiales,COLEGIALES,NOROESTE,"Dirección no informada,Colegiales, Buenos Aires, Argentina",,
USD 650,"Colegiales, Capital Federal",$ 1 Expensas,2.0,65.0,Aguilar 2595,si,876200.0,13480.0,53268503,Colegiales,COLEGIALES,NOROESTE,"Aguilar 2595,Colegiales, Buenos Aires, Argentina",-34.57079846938775,-58.44885634693878
$ 800.000,"Colegiales, Capital Federal",$ 35.000 Expensas,4.0,81.0,Zapiola 779,no,800000.0,9876.543209876543,49921600,Colegiales,COLEGIALES,NOROESTE,"Zapiola 779,Colegiales, Buenos Aires, Argentina",-34.57556892142857,-58.44914607142857
$ 600.000,"Colegiales, Capital Federal",$ 42.000 Expensas,3.0,65.0,Moldes 1572 al 1500,no,600000.0,9230.76923076923,53689809,Colegiales,COLEGIALES,NOROESTE,"Moldes 1572 1500,Colegiales, Buenos Aires, Argentina",-34.56827034285715,-58.45545042857143
USD 700,"Colegiales, Capital Federal",,2.0,54.0,Alvarez Thomas 900,si,943600.0,17474.074074074073,53666632,Colegiales,COLEGIALES,NOROESTE,"Alvarez Thomas 900,Colegiales, Buenos Aires, Argentina",-34.5793823,-58.4547928
$ 790.000,"Colegiales, Capital Federal",,3.0,67.0,Federico Lacroze 2816,no,790000.0,11791.044776119403,53108980,Colegiales,COLEGIALES,NOROESTE,"Federico Lacroze 2816,Colegiales, Buenos Aires, Argentina",-34.57393221428571,-58.44710312857143
$ 600.000,"Colegiales, Capital Federal",$ 113.000 Expensas,3.0,59.0,Aguilar 2547,no,600000.0,10169.49152542373,53493130,Colegiales,COLEGIALES,NOROESTE,"Aguilar 2547,Colegiales, Buenos Aires, Argentina",-34.570552102040814,-58.44863251020408
$ 520.000,"Colegiales, Capital Federal",$ 174.000 Expensas,2.0,55.0,CHARLONE 500,no,520000.0,9454.545454545454,53358917,Colegiales,COLEGIALES,NOROESTE,"CHARLONE 500,Colegiales, Buenos Aires, Argentina",,
$ 650.000,"Colegiales, Capital Federal",$ 101.000 Expensas,3.0,60.0,AGUILAR  2451,no,650000.0,10833.333333333334,53620031,Colegiales,COLEGIALES,NOROESTE,"AGUILAR 2451,Colegiales, Buenos Aires, Argentina",-34.56957253061225,-58.44774163265306
USD 1.100,"Colegiales, Capital Federal",$ 150.000 Expensas,1.0,59.0,Concepción Arenal 2989 ,si,1482800.0,25132.20338983051,51940875,Colegiales,COLEGIALES,NOROESTE,"Concepción Arenal 2989 ,Colegiales, Buenos Aires, Argentina",-34.57899956530612,-58.44244335306122
USD 390,"Colegiales, Capital Federal",$ 130.000 Expensas,1.0,34.0,Amenábar al 700,si,525720.0,15462.35294117647,53394801,Colegiales,COLEGIALES,NOROESTE,"Amenábar 700,Colegiales, Buenos Aires, Argentina",-34.5726147,-58.4462345
$ 790.000,"Colegiales, Capital Federal",,3.0,67.0,Federico Lacroze 2816,no,790000.0,11791.044776119403,53108980,Colegiales,COLEGIALES,NOROESTE,"Federico Lacroze 2816,Colegiales, Buenos Aires, Argentina",-34.57393221428571,-58.44710312857143
$ 350.000,"Colegiales, Capital Federal",,1.0,34.0,Federico Lacroze 2816,no,350000.0,10294.117647058823,53447441,Colegiales,COLEGIALES,NOROESTE,"Federico Lacroze 2816,Colegiales, Buenos Aires, Argentina",-34.57393221428571,-58.44710312857143
$ 380.000,"Colegiales, Capital Federal",$ 69.000 Expensas,1.0,42.0,Olleros 3500,no,380000.0,9047.619047619048,53735376,Colegiales,COLEGIALES,NOROESTE,"Olleros 3500,Colegiales, Buenos Aires, Argentina",-34.5807787,-58.4497932
USD 1.400,"Colegiales, Capital Federal",$ 50.000 Expensas,3.0,89.0,Jorge Newbery al 3400,si,1887200.0,21204.494382022473,53448182,Colegiales,COLEGIALES,NOROESTE,"Jorge Newbery 3400,Colegiales, Buenos Aires, Argentina",-34.5814001,-58.4482332
$ 1.050.000,"Colegiales, Capital Federal",$ 81.000 Expensas,3.0,80.0,Aguilar  2800 3°,no,1050000.0,13125.0,53442067,Colegiales,COLEGIALES,NOROESTE,"Aguilar 2800 3°,Colegiales, Buenos Aires, Argentina",-34.5722805,-58.4502608
USD 800,"Colegiales, Capital Federal",$ 194.000 Expensas,2.0,65.0,Av Elcano al 2800,si,1078400.0,16590.76923076923,53466827,Colegiales,COLEGIALES,NOROESTE,"Av Elcano 2800,Colegiales, Buenos Aires, Argentina",-34.5694166,-58.4575095
$ 330.000,"Colegiales, Capital Federal",$ 20.000 Expensas,1.0,34.0,Avenida Alvarez Thomas  900 8°,no,330000.0,9705.882352941177,53190007,Colegiales,COLEGIALES,NOROESTE,"Avenida Alvarez Thomas 900 8°,Colegiales, Buenos Aires, Argentina",-34.5791769,-58.4550297
USD 500,"Colegiales, Capital Federal",$ 190.000 Expensas,2.0,30.0,Delgado al 800,si,674000.0,22466.666666666668,53673751,Colegiales,COLEGIALES,NOROESTE,"Delgado 800,Colegiales, Buenos Aires, Argentina",-34.5790242,-58.4524382
$ 500.000,"Colegiales, Capital Federal",$ 15.000 Expensas,3.0,46.0,Enrique Martínez al 800 - Piso 2,no,500000.0,10869.565217391304,53672945,Colegiales,COLEGIALES,NOROESTE,"Enrique Martínez 800 - Piso 2,Colegiales, Buenos Aires, Argentina",,
$ 800.000,"Colegiales, Capital Federal",$ 100.000 Expensas,4.0,100.0,Cespedes  al 2400,no,800000.0,8000.0,53683362,Colegiales,COLEGIALES,NOROESTE,"Cespedes 2400,Colegiales, Buenos Aires, Argentina",-34.5741788,-58.4519539
$ 600.000,"Colegiales, Capital Federal",$ 80.000 Expensas,2.0,51.0,Palpa al 2500,no,600000.0,11764.70588235294,53683452,Colegiales,COLEGIALES,NOROESTE,"Palpa 2500,Colegiales, Buenos Aires, Argentina",-34.5705558,-58.4474826
USD 500,"Colegiales, Capital Federal",,1.0,37.0,Virrey Olaguer y Feliu al 2600,si,674000.0,18216.216216216217,53061219,Colegiales,COLEGIALES,NOROESTE,"Virrey Olaguer y Feliu 2600,Colegiales, Buenos Aires, Argentina",-34.568403,-58.453069
$ 420.000,"Colegiales, Capital Federal",$ 80.000 Expensas,1.0,37.0,Av. Federico Lacroze al 3200,no,420000.0,11351.351351351352,53647807,Colegiales,COLEGIALES,NOROESTE,"Av. Federico Lacroze 3200,Colegiales, Buenos Aires, Argentina",-34.5779405,-58.4492463
$ 500.000,"Colegiales, Capital Federal",$ 110.000 Expensas,3.0,61.0,Palpa 3100,no,500000.0,8196.72131147541,53705728,Colegiales,COLEGIALES,NOROESTE,"Palpa 3100,Colegiales, Buenos Aires, Argentina",-34.575937,-58.450782
$ 480.000,"Colegiales, Capital Federal",$ 49.000 Expensas,2.0,41.0,Amenábar 1400,no,480000.0,11707.317073170732,53584824,Colegiales,COLEGIALES,NOROESTE,"Amenábar 1400,Colegiales, Buenos Aires, Argentina",-34.569126,-58.45229
$ 350.000,"Colegiales, Capital Federal",$ 20.000 Expensas,2.0,45.0,Conesa  al 400,no,350000.0,7777.777777777777,53590135,Colegiales,COLEGIALES,NOROESTE,"Conesa 400,Colegiales, Buenos Aires, Argentina",-34.5762592,-58.4446937
