Precio,Barrios,Expensas,Ambientes,MetrosCuadrados,Direccion,Dolarizado,PrecioPesos,PrecioM2Pesos,ID,Barrio_geopy,Barrio_Recod,Corredor,DireccionNorm,Latitud,Longitud
USD 500,"Palermo, Capital Federal",,1.0,40.0,Soldado de la Independencia 500 CABA ,si,717500.0,17937.5,42053597,Palermo,PALERMO,NORTE,"Soldado de la Independencia 500 CABA ,Palermo, Ciudad de Buenos Aires, Argentina",-34.5692583,-58.4316188
USD 400,"Palermo, Capital Federal",,1.0,38.0,Thames 2200  CABA ,si,574000.0,15105.263157894737,49369720,Palermo,PALERMO,NORTE,"Thames 2200 CABA ,Palermo, Ciudad de Buenos Aires, Argentina",-34.5839672,-58.42532
USD 900,"Palermo, Capital Federal",,3.0,70.0,Oro y Paraguay,si,1291500.0,18450.0,51244635,Palermo,PALERMO,NORTE,"Oro y Paraguay,Palermo, Ciudad de Buenos Aires, Argentina",,
$ 490.000,"Palermo, Capital Federal",,2.0,45.0,Malabia y Charcas,no,490000.0,10888.888888888889,54308833,Palermo,PALERMO,NORTE,"Malabia y Charcas,Palermo, Ciudad de Buenos Aires, Argentina",,
$ 950.000,"Palermo, Capital Federal",$ 100.000 Expensas,3.0,80.0,Cabello al 3600,no,950000.0,11875.0,54394624,Palermo,PALERMO,NORTE,"Cabello 3600,Palermo, Ciudad de Buenos Aires, Argentina",-34.5809415,-58.410398
$ 440.000,"Palermo, Capital Federal",$ 80.000 Expensas,1.0,35.0,Santos Dumont 2395,no,440000.0,12571.42857142857,54394660,Palermo,PALERMO,NORTE,"Santos Dumont 2395,Palermo, Ciudad de Buenos Aires, Argentina",-34.573156028571425,-58.438358208163265
$ 430.000,"Palermo, Capital Federal",$ 60.000 Expensas,1.0,32.0,Bulnes al 1200,no,430000.0,13437.5,54394666,Palermo,PALERMO,NORTE,"Bulnes 1200,Palermo, Ciudad de Buenos Aires, Argentina",-34.588251,-58.4112129
USD 2.000,"Palermo, Capital Federal",$ 600.000 Expensas,4.0,154.0,Santos Dumont al 2300,si,2870000.0,18636.36363636364,54394667,Palermo,PALERMO,NORTE,"Santos Dumont 2300,Palermo, Ciudad de Buenos Aires, Argentina",-34.5764046,-58.4414867
$ 500.000,"Palermo, Capital Federal",$ 120.000 Expensas,2.0,36.0,Arenales al 3400,no,500000.0,13888.888888888889,54394674,Palermo,PALERMO,NORTE,"Arenales 3400,Palermo, Ciudad de Buenos Aires, Argentina",-34.5873289,-58.4109589
USD 700,"Palermo, Capital Federal",,1.0,40.0,Bulnes al 2700,si,1004500.0,25112.5,54394675,Palermo,PALERMO,NORTE,"Bulnes 2700,Palermo, Ciudad de Buenos Aires, Argentina",-34.5813077,-58.4063766
USD 500,"Palermo, Capital Federal",$ 94.400 Expensas,2.0,49.0,3 de Febrero 981 ,si,717500.0,14642.857142857143,53961492,Palermo,PALERMO,NORTE,"3 de Febrero 981 ,Palermo, Ciudad de Buenos Aires, Argentina",-34.56941708979592,-58.4425482489796
$ 580.000,"Palermo, Capital Federal",$ 100.000 Expensas,2.0,45.0,Borges al 2400,no,580000.0,12888.888888888889,54395192,Palermo,PALERMO,NORTE,"Borges 2400,Palermo, Ciudad de Buenos Aires, Argentina",-34.5828372,-58.4221114
USD 1.500,"Palermo, Capital Federal",$ 180.000 Expensas,4.0,140.0,Av. Santa Fe 3800,si,2152500.0,15375.0,54395866,Palermo,PALERMO,NORTE,"Av. Santa Fe 3800,Palermo, Ciudad de Buenos Aires, Argentina",-34.5844869,-58.4171588
$ 580.000,"Palermo, Capital Federal",$ 100.000 Expensas,2.0,45.0,Borges al 2400,no,580000.0,12888.888888888889,54395192,Palermo,PALERMO,NORTE,"Borges 2400,Palermo, Ciudad de Buenos Aires, Argentina",-34.5828372,-58.4221114
USD 1.500,"Palermo, Capital Federal",$ 180.000 Expensas,4.0,140.0,Av. Santa Fe 3800,si,2152500.0,15375.0,54395866,Palermo,PALERMO,NORTE,"Av. Santa Fe 3800,Palermo, Ciudad de Buenos Aires, Argentina",-34.5844869,-58.4171588
$ 550.000,"Palermo, Capital Federal",$ 111 Expensas,2.0,60.0,Guemes  al 4500,no,550000.0,9166.666666666666,54395140,Palermo,PALERMO,NORTE,"Guemes 4500,Palermo, Ciudad de Buenos Aires, Argentina",-34.582288,-58.422843
$ 750.000,"Palermo, Capital Federal",$ 155.000 Expensas,,90.0,Santa Fe 3500 5°,no,750000.0,8333.333333333334,54289979,Palermo,PALERMO,NORTE,"Santa Fe 3500 5°,Palermo, Ciudad de Buenos Aires, Argentina",,
$ 350.000,"Palermo, Capital Federal",$ 95.000 Expensas,2.0,43.0,"SCALABRINI ORTIZ, RAUL, AV. 1987. Entre Soler y Guatemala",no,350000.0,8139.53488372093,54388607,Palermo,PALERMO,NORTE,"SCALABRINI ORTIZ, RAUL, AV. 1987. Entre Soler y Guatemala,Palermo, Ciudad de Buenos Aires, Argentina",,
$ 430.000,"Palermo, Capital Federal",$ 110.000 Expensas,1.0,50.0,Avenida Cordoba 3500,no,430000.0,8600.0,54300122,Palermo,PALERMO,NORTE,"Avenida Cordoba 3500,Palermo, Ciudad de Buenos Aires, Argentina",-34.5893147,-58.4375606
$ 300.000,"Palermo, Capital Federal",$ 60.000 Expensas,1.0,33.0,Paraguay 3400,no,300000.0,9090.90909090909,52716707,Palermo,PALERMO,NORTE,"Paraguay 3400,Palermo, Ciudad de Buenos Aires, Argentina",-34.5910223,-58.4160991
USD 550,"Palermo, Capital Federal",,1.0,44.0,Bulnes 1300,si,789250.0,17937.5,49733513,Palermo,PALERMO,NORTE,"Bulnes 1300,Palermo, Ciudad de Buenos Aires, Argentina",-34.5965425,-58.4170971
$ 850.000,"Palermo, Capital Federal",$ 200.000 Expensas,4.0,87.0,Avenida Córdoba 3500,no,850000.0,9770.114942528737,45181364,Palermo,PALERMO,NORTE,"Avenida Córdoba 3500,Palermo, Ciudad de Buenos Aires, Argentina",-34.5893147,-58.4375606
USD 400,"Palermo, Capital Federal",,1.0,55.0,Av. Córdoba 3515,si,574000.0,10436.363636363636,50749610,Palermo,PALERMO,NORTE,"Av. Córdoba 3515,Palermo, Ciudad de Buenos Aires, Argentina",-34.59772350824934,-58.41621007626945
USD 600,"Palermo, Capital Federal",$ 150.000 Expensas,3.0,63.0,Guise ,si,861000.0,13666.666666666666,53251887,Palermo,PALERMO,NORTE,"Guise ,Palermo, Ciudad de Buenos Aires, Argentina",-34.591032,-58.4131498
$ 550.000,"Palermo, Capital Federal",,1.0,42.0,Bulnes 1942,no,550000.0,13095.238095238095,52643542,Palermo,PALERMO,NORTE,"Bulnes 1942,Palermo, Ciudad de Buenos Aires, Argentina",-34.588729900000004,-58.41230408571429
USD 750,"Palermo, Capital Federal",$ 190.000 Expensas,3.0,74.0,General Lucio Norberto Mansilla 3500,si,1076250.0,14543.918918918918,53996672,Palermo,PALERMO,NORTE,"General Lucio Norberto Mansilla 3500,Palermo, Ciudad de Buenos Aires, Argentina",-34.5918031,-58.4137073
$ 350.000,"Palermo, Capital Federal",$ 78.000 Expensas,2.0,35.0,Sánchez de Bustamante 2100,no,350000.0,10000.0,54066678,Palermo,PALERMO,NORTE,"Sánchez de Bustamante 2100,Palermo, Ciudad de Buenos Aires, Argentina",-34.5827784,-58.4018161
USD 500,"Palermo, Capital Federal",$ 85.000 Expensas,1.0,38.0,Avenida Córdoba 5400,si,717500.0,18881.57894736842,54069110,Palermo,PALERMO,NORTE,"Avenida Córdoba 5400,Palermo, Ciudad de Buenos Aires, Argentina",-34.5890793,-58.438133
$ 800.000,"Palermo, Capital Federal",,3.0,60.0,Av. Gral. Las Heras ,no,800000.0,13333.333333333334,53902414,Palermo,PALERMO,NORTE,"Av. Gral. Las Heras ,Palermo, Ciudad de Buenos Aires, Argentina",,
$ 320.000,"Palermo, Capital Federal",$ 72.500 Expensas,2.0,31.0,Güemes 4800,no,320000.0,10322.58064516129,50056449,Palermo,PALERMO,NORTE,"Güemes 4800,Palermo, Ciudad de Buenos Aires, Argentina",-34.5804755,-58.4252945
$ 450.000,"Palermo, Capital Federal",$ 95.000 Expensas,2.0,35.0,Avenida Raúl Scalabrini Ortiz 2553,no,450000.0,12857.142857142857,54292162,Palermo,PALERMO,NORTE,"Avenida Raúl Scalabrini Ortiz 2553,Palermo, Ciudad de Buenos Aires, Argentina",-34.58485871836735,-58.4153511755102
$ 450.000,"Palermo, Capital Federal",$ 75.000 Expensas,2.0,35.0,Avenida Medrano ,no,450000.0,12857.142857142857,54306931,Palermo,PALERMO,NORTE,"Avenida Medrano ,Palermo, Ciudad de Buenos Aires, Argentina",-34.5891293,-58.4161012
$ 400.000,"Palermo, Capital Federal",$ 85.000 Expensas,1.0,45.0,Guise 1900,no,400000.0,8888.888888888889,54276474,Palermo,PALERMO,NORTE,"Guise 1900,Palermo, Ciudad de Buenos Aires, Argentina",-34.5911777,-58.4133996
USD 700,"Palermo, Capital Federal",$ 150.000 Expensas,2.0,67.0,Concepción Arenal 2500,si,1004500.0,14992.537313432837,54335586,Palermo,PALERMO,NORTE,"Concepción Arenal 2500,Palermo, Ciudad de Buenos Aires, Argentina",-34.575306,-58.4381764
USD 1.100,"Palermo, Capital Federal",$ 69.000 Expensas,3.0,162.0,El Salvador 3883,si,1578500.0,9743.827160493827,54338785,Palermo,PALERMO,NORTE,"El Salvador 3883,Palermo, Ciudad de Buenos Aires, Argentina",-34.59266821632653,-58.41765979591837
$ 360.000,"Palermo, Capital Federal",,2.0,40.0,Avenida Córdoba 4100,no,360000.0,9000.0,54313921,Palermo,PALERMO,NORTE,"Avenida Córdoba 4100,Palermo, Ciudad de Buenos Aires, Argentina",-34.5972826,-58.4247847
$ 500.000,"Palermo, Capital Federal",$ 110.000 Expensas,,68.0,scalabrini ortiz 2100,no,500000.0,7352.941176470588,54314186,Palermo,PALERMO,NORTE,"scalabrini ortiz 2100,Palermo, Ciudad de Buenos Aires, Argentina",-34.5877595,-58.4203748
USD 650,"Palermo, Capital Federal",$ 160.000 Expensas,3.0,80.0,Bulnes 1700,si,932750.0,11659.375,53599805,Palermo,PALERMO,NORTE,"Bulnes 1700,Palermo, Ciudad de Buenos Aires, Argentina",-34.5916541,-58.4151932
USD 800,"Palermo, Capital Federal",$ 150.000 Expensas,4.0,70.0,Charcas 3600,si,1148000.0,16400.0,53622587,Palermo,PALERMO,NORTE,"Charcas 3600,Palermo, Ciudad de Buenos Aires, Argentina",-34.5837261,-58.4230507
USD 450,"Palermo, Capital Federal",$ 36.000 Expensas,1.0,34.0,Humboldt 1166,si,645750.0,18992.647058823528,54198325,Palermo,PALERMO,NORTE,"Humboldt 1166,Palermo, Ciudad de Buenos Aires, Argentina",-34.5848612,-58.435392
$ 390.000,"Palermo, Capital Federal",$ 109.000 Expensas,1.0,33.0,Av. Córdoba 5500,no,390000.0,11818.181818181818,54280046,Palermo,PALERMO,NORTE,"Av. Córdoba 5500,Palermo, Ciudad de Buenos Aires, Argentina",-34.5882654,-58.4393388
USD 600,"Palermo, Capital Federal",$ 100 Expensas,1.0,50.0,Cabello 3625,si,861000.0,17220.0,54305709,Palermo,PALERMO,NORTE,"Cabello 3625,Palermo, Ciudad de Buenos Aires, Argentina",-34.580638412244895,-58.41075729795919
USD 600,"Palermo, Capital Federal",$ 100 Expensas,1.0,50.0,Cabello 3625,si,861000.0,17220.0,54305709,Palermo,PALERMO,NORTE,"Cabello 3625,Palermo, Ciudad de Buenos Aires, Argentina",-34.580638412244895,-58.41075729795919
$ 560.000,"Palermo, Capital Federal",$ 63.000 Expensas,2.0,42.0,Guatemala ,no,560000.0,13333.333333333334,53644715,Palermo,PALERMO,NORTE,"Guatemala ,Palermo, Ciudad de Buenos Aires, Argentina",-34.5885677,-58.4216556
USD 290,"Palermo, Capital Federal",$ 110.000 Expensas,3.0,40.0,Avenida Cabildo 1277,si,416150.0,10403.75,50813707,Palermo,PALERMO,NORTE,"Avenida Cabildo 1277,Palermo, Ciudad de Buenos Aires, Argentina",-34.56785410816327,-58.448639777551016
$ 360.000,"Palermo, Capital Federal",$ 99.000 Expensas,1.0,35.0,Avenida Luis María Campos 1327,no,360000.0,10285.714285714286,54225009,Palermo,PALERMO,NORTE,"Avenida Luis María Campos 1327,Palermo, Ciudad de Buenos Aires, Argentina",-34.5642814,-58.4414674
USD 300,"Palermo, Capital Federal",$ 55.000 Expensas,1.0,35.0,Mario Bravo 1068,si,430500.0,12300.0,53818367,Palermo,PALERMO,NORTE,"Mario Bravo 1068,Palermo, Ciudad de Buenos Aires, Argentina",-34.597124523266544,-58.415783686988675
USD 450,"Palermo, Capital Federal",$ 60.000 Expensas,1.0,32.0,Concepción Arenal 2440,si,645750.0,20179.6875,54231289,Palermo,PALERMO,NORTE,"Concepción Arenal 2440,Palermo, Ciudad de Buenos Aires, Argentina",-34.574674836734694,-58.437530481632656
USD 800,"Palermo, Capital Federal",,2.0,63.0,Fray Justo Santa María de Oro 2353,si,1148000.0,18222.222222222223,54260479,Palermo,PALERMO,NORTE,"Fray Justo Santa María de Oro 2353,Palermo, Ciudad de Buenos Aires, Argentina",-34.58087599387755,-58.42569547959184
$ 420.000,"Palermo, Capital Federal",,2.0,35.0,Guise 1606,no,420000.0,12000.0,54232877,Palermo,PALERMO,NORTE,"Guise 1606,Palermo, Ciudad de Buenos Aires, Argentina",-34.59314722047078,-58.41526921217976
$ 480.000,"Palermo, Capital Federal",,2.0,40.0,Avenida General Las Heras ,no,480000.0,12000.0,54227113,Palermo,PALERMO,NORTE,"Avenida General Las Heras ,Palermo, Ciudad de Buenos Aires, Argentina",-34.5814518,-58.4190415
$ 450.000,"Palermo, Capital Federal",$ 60.000 Expensas,3.0,50.0,Avenida Coronel Díaz 1427,no,450000.0,9000.0,53791752,Palermo,PALERMO,NORTE,"Avenida Coronel Díaz 1427,Palermo, Ciudad de Buenos Aires, Argentina",-34.579788,-58.4040339
$ 400.000,"Palermo, Capital Federal",$ 110.000 Expensas,1.0,31.0,Avenida Medrano & José A. Cabrera,no,400000.0,12903.225806451614,53955695,Palermo,PALERMO,NORTE,"Avenida Medrano & José A. Cabrera,Palermo, Ciudad de Buenos Aires, Argentina",,
USD 550,"Palermo, Capital Federal",$ 120.000 Expensas,1.0,49.0,Ciudad de la Paz ,si,789250.0,16107.142857142857,53976023,Palermo,PALERMO,NORTE,"Ciudad de la Paz ,Palermo, Ciudad de Buenos Aires, Argentina",-34.5766121,-58.4379605
USD 850,"Palermo, Capital Federal",$ 136.000 Expensas,5.0,103.0,Billinghurst 2325,si,1219750.0,11842.233009708738,54160069,Palermo,PALERMO,NORTE,"Billinghurst 2325,Palermo, Ciudad de Buenos Aires, Argentina",-34.5819099,-58.4026175
$ 650.000,"Palermo, Capital Federal",$ 117.000 Expensas,2.0,63.0,Soldado de la Independencia 1150,no,650000.0,10317.460317460318,54126381,Palermo,PALERMO,NORTE,"Soldado de la Independencia 1150,Palermo, Ciudad de Buenos Aires, Argentina",-34.56489190408163,-58.43905663469388
$ 1.000.000,"Palermo, Capital Federal",$ 69.000 Expensas,3.0,135.0,El Salvador 3885,no,1000000.0,7407.407407407408,54122795,Palermo,PALERMO,NORTE,"El Salvador 3885,Palermo, Ciudad de Buenos Aires, Argentina",-34.59266781428571,-58.41768857142857
USD 600,"Palermo, Capital Federal",$ 90.000 Expensas,2.0,50.0,Malabia -entre Güemes y Charcas-,si,861000.0,17220.0,54144528,Palermo,PALERMO,NORTE,"Malabia -entre Güemes y Charcas-,Palermo, Ciudad de Buenos Aires, Argentina",,
$ 280.000,"Palermo, Capital Federal",$ 106.000 Expensas,1.0,32.0,Paraguay 3600,no,280000.0,8750.0,54139311,Palermo,PALERMO,NORTE,"Paraguay 3600,Palermo, Ciudad de Buenos Aires, Argentina",-34.5919368,-58.4151682
$ 450.000,"Palermo, Capital Federal",$ 130.000 Expensas,1.0,50.0,José A. Cabrera 3323,no,450000.0,9000.0,54246056,Palermo,PALERMO,NORTE,"José A. Cabrera 3323,Palermo, Ciudad de Buenos Aires, Argentina",,
USD 1.000,"Palermo, Capital Federal",$ 140.000 Expensas,2.0,41.0,Zapata 359,si,1435000.0,35000.0,54161776,Palermo,PALERMO,NORTE,"Zapata 359,Palermo, Ciudad de Buenos Aires, Argentina",-34.57329657142857,-58.44120876666666
$ 450.000,"Palermo, Capital Federal",$ 109.000 Expensas,2.0,45.0,José Antonio Cabrera 3380,no,450000.0,10000.0,54343023,Palermo,PALERMO,NORTE,"José Antonio Cabrera 3380,Palermo, Ciudad de Buenos Aires, Argentina",-34.5966464,-58.4169987
$ 575.000,"Palermo, Capital Federal",$ 120.000 Expensas,2.0,68.0,Pasaje Anasagasti 2006,no,575000.0,8455.882352941177,54357837,Palermo,PALERMO,NORTE,"Pasaje Anasagasti 2006,Palermo, Ciudad de Buenos Aires, Argentina",,
USD 320,"Palermo, Capital Federal",$ 48.000 Expensas,2.0,36.0,Avenida Córdoba 3533,si,459200.0,12755.555555555557,54277844,Palermo,PALERMO,NORTE,"Avenida Córdoba 3533,Palermo, Ciudad de Buenos Aires, Argentina",-34.59772184742705,-58.41639994575874
USD 650,"Palermo, Capital Federal",,2.0,74.0,Avenida Santa Fe & Avenida Coronel Díaz,si,932750.0,12604.72972972973,54355619,Palermo,PALERMO,NORTE,"Avenida Santa Fe & Avenida Coronel Díaz,Palermo, Ciudad de Buenos Aires, Argentina",,
$ 550.000,"Palermo, Capital Federal",$ 120.000 Expensas,2.0,55.0,Jerónimo Salguero 1391,no,550000.0,10000.0,54361251,Palermo,PALERMO,NORTE,"Jerónimo Salguero 1391,Palermo, Ciudad de Buenos Aires, Argentina",-34.594360091836734,-58.41822787142857
$ 500.000,"Palermo, Capital Federal",,2.0,50.0,Julián Álvarez 2800,no,500000.0,10000.0,54356005,Palermo,PALERMO,NORTE,"Julián Álvarez 2800,Palermo, Ciudad de Buenos Aires, Argentina",-34.5846548,-58.4119194
$ 500.000,"Palermo, Capital Federal",,2.0,50.0,Julián Álvarez 2800,no,500000.0,10000.0,54356005,Palermo,PALERMO,NORTE,"Julián Álvarez 2800,Palermo, Ciudad de Buenos Aires, Argentina",-34.5846548,-58.4119194
$ 675.000,"Villa Pueyrredón, Capital Federal",$ 180.000 Expensas,3.0,58.0,C A López al 2800,no,675000.0,11637.93103448276,54352734,Villa Pueyrredon,VILLA PUEYRREDON,NOROESTE,"C A López 2800,Villa Pueyrredon, Ciudad de Buenos Aires, Argentina",,
$ 600.000,"Villa Pueyrredón, Capital Federal",$ 80.000 Expensas,3.0,54.0,Av Salvador M. Del Carril al 3100,no,600000.0,11111.111111111111,54307957,Villa Pueyrredon,VILLA PUEYRREDON,NOROESTE,"Av Salvador M. Del Carril 3100,Villa Pueyrredon, Ciudad de Buenos Aires, Argentina",,
$ 675.000,"Villa Pueyrredón, Capital Federal",$ 180.000 Expensas,3.0,58.0,C A López al 2800,no,675000.0,11637.93103448276,54352734,Villa Pueyrredon,VILLA PUEYRREDON,NOROESTE,"C A López 2800,Villa Pueyrredon, Ciudad de Buenos Aires, Argentina",,
$ 400.000,"Villa Pueyrredón, Capital Federal",$ 33.700 Expensas,1.0,38.0,Zamudio al 4500  5B,no,400000.0,10526.315789473683,54362147,Villa Pueyrredon,VILLA PUEYRREDON,NOROESTE,"Zamudio 4500 5B,Villa Pueyrredon, Ciudad de Buenos Aires, Argentina",,
$ 250.000,"Villa Pueyrredón, Capital Federal",$ 90.000 Expensas,1.0,30.0,Cnel J Terrada 4700 ,no,250000.0,8333.333333333334,44322910,Villa Pueyrredon,VILLA PUEYRREDON,NOROESTE,"Cnel J Terrada 4700 ,Villa Pueyrredon, Ciudad de Buenos Aires, Argentina",,
$ 250.000,"Villa Pueyrredón, Capital Federal",$ 90.000 Expensas,1.0,30.0,Cnel J Terrada 4700 ,no,250000.0,8333.333333333334,44322910,Villa Pueyrredon,VILLA PUEYRREDON,NOROESTE,"Cnel J Terrada 4700 ,Villa Pueyrredon, Ciudad de Buenos Aires, Argentina",,
$ 800.000,"Villa Pueyrredón, Capital Federal",$ 100.000 Expensas,2.0,51.0,"Villa Pueyrredon, Habana 3100",no,800000.0,15686.27450980392,53826982,Villa Pueyrredon,VILLA PUEYRREDON,NOROESTE,"Villa Pueyrredon, Habana 3100,Villa Pueyrredon, Ciudad de Buenos Aires, Argentina",,
USD 700,"Villa Pueyrredón, Capital Federal",,2.0,57.0,Salvador Maria del Carril 2885 ,si,1004500.0,17622.80701754386,54267259,Villa Pueyrredon,VILLA PUEYRREDON,NOROESTE,"Salvador Maria del Carril 2885 ,Villa Pueyrredon, Ciudad de Buenos Aires, Argentina",-34.59046982857143,-58.49806264285714
$ 800.000,"Villa Pueyrredón, Capital Federal",$ 100.000 Expensas,2.0,51.0,"Villa Pueyrredon, Habana 3100",no,800000.0,15686.27450980392,53826982,Villa Pueyrredon,VILLA PUEYRREDON,NOROESTE,"Villa Pueyrredon, Habana 3100,Villa Pueyrredon, Ciudad de Buenos Aires, Argentina",,
$ 1.360.000,"Villa Pueyrredón, Capital Federal",,4.0,112.0,TERRADA y LARSEN 5600. Entre Escobar y Larsen,no,1360000.0,12142.857142857143,51256723,Villa Pueyrredon,VILLA PUEYRREDON,NOROESTE,"TERRADA y LARSEN 5600. Entre Escobar y Larsen,Villa Pueyrredon, Ciudad de Buenos Aires, Argentina",,
$ 380.000,"Villa Pueyrredón, Capital Federal",$ 45.000 Expensas,2.0,55.0,carlos Antonio Lopez 2251,no,380000.0,6909.090909090909,53302909,Villa Pueyrredon,VILLA PUEYRREDON,NOROESTE,"carlos Antonio Lopez 2251,Villa Pueyrredon, Ciudad de Buenos Aires, Argentina",-34.58076536734694,-58.49563114285714
$ 1.360.000,"Villa Pueyrredón, Capital Federal",,4.0,112.0,TERRADA y LARSEN 5600. Entre Escobar y Larsen,no,1360000.0,12142.857142857143,51256723,Villa Pueyrredon,VILLA PUEYRREDON,NOROESTE,"TERRADA y LARSEN 5600. Entre Escobar y Larsen,Villa Pueyrredon, Ciudad de Buenos Aires, Argentina",,
$ 450.000,"Villa Pueyrredón, Capital Federal",$ 50.000 Expensas,2.0,47.0,Mosconi 2300,no,450000.0,9574.468085106382,46130584,Villa Pueyrredon,VILLA PUEYRREDON,NOROESTE,"Mosconi 2300,Villa Pueyrredon, Ciudad de Buenos Aires, Argentina",-34.5820647,-58.4952556
USD 700,"Villa Pueyrredón, Capital Federal",$ 55.000 Expensas,3.0,68.0,SALVADOR MARIA DEL CARRIL 2200,si,1004500.0,14772.058823529413,54297369,Villa Pueyrredon,VILLA PUEYRREDON,NOROESTE,"SALVADOR MARIA DEL CARRIL 2200,Villa Pueyrredon, Ciudad de Buenos Aires, Argentina",-34.5857748,-58.4901191
$ 400.000,"Villa Pueyrredón, Capital Federal",$ 48.000 Expensas,1.0,48.0,VALLEJOS ,no,400000.0,8333.333333333334,53597053,Villa Pueyrredon,VILLA PUEYRREDON,NOROESTE,"VALLEJOS ,Villa Pueyrredon, Ciudad de Buenos Aires, Argentina",-34.5886139,-58.5020876
$ 400.000,"Villa Pueyrredón, Capital Federal",$ 80.000 Expensas,2.0,45.0,Agustin Alvarez al 4800,no,400000.0,8888.888888888889,54387906,Villa Pueyrredon,VILLA PUEYRREDON,NOROESTE,"Agustin Alvarez 4800,Villa Pueyrredon, Ciudad de Buenos Aires, Argentina",-34.586827,-58.504924
$ 380.000,"Villa Pueyrredón, Capital Federal",$ 45.000 Expensas,2.0,55.0,carlos Antonio Lopez 2251,no,380000.0,6909.090909090909,53302909,Villa Pueyrredon,VILLA PUEYRREDON,NOROESTE,"carlos Antonio Lopez 2251,Villa Pueyrredon, Ciudad de Buenos Aires, Argentina",-34.58076536734694,-58.49563114285714
$ 380.000,"Villa Pueyrredón, Capital Federal",$ 45.000 Expensas,2.0,55.0,carlos Antonio Lopez 2251,no,380000.0,6909.090909090909,53302909,Villa Pueyrredon,VILLA PUEYRREDON,NOROESTE,"carlos Antonio Lopez 2251,Villa Pueyrredon, Ciudad de Buenos Aires, Argentina",-34.58076536734694,-58.49563114285714
$ 400.000,"Villa Pueyrredón, Capital Federal",$ 80.000 Expensas,2.0,57.0,"ARTIGAS, JOSE G. DE, GRAL. 5400. Entre Bazurco y Cochrane",no,400000.0,7017.543859649123,54313125,Villa Pueyrredon,VILLA PUEYRREDON,NOROESTE,"ARTIGAS, JOSE G. DE, GRAL. 5400. Entre Bazurco y Cochrane,Villa Pueyrredon, Ciudad de Buenos Aires, Argentina",,
$ 600.000,"Villa Pueyrredón, Capital Federal",$ 130.000 Expensas,3.0,67.0,AV. MOSCONI 3200. Entre Campana y Cuenca,no,600000.0,8955.223880597016,54165230,Villa Pueyrredon,VILLA PUEYRREDON,NOROESTE,"AV. MOSCONI 3200. Entre Campana y Cuenca,Villa Pueyrredon, Ciudad de Buenos Aires, Argentina",,
$ 600.000,"Villa Pueyrredón, Capital Federal",$ 130.000 Expensas,3.0,67.0,AV. MOSCONI 3200. Entre Campana y Cuenca,no,600000.0,8955.223880597016,54165230,Villa Pueyrredon,VILLA PUEYRREDON,NOROESTE,"AV. MOSCONI 3200. Entre Campana y Cuenca,Villa Pueyrredon, Ciudad de Buenos Aires, Argentina",,
$ 380.000,"Villa Pueyrredón, Capital Federal",$ 150.000 Expensas,1.0,44.0,General José Gervasio Artigas 4600,no,380000.0,8636.363636363636,54295491,Villa Pueyrredon,VILLA PUEYRREDON,NOROESTE,"General José Gervasio Artigas 4600,Villa Pueyrredon, Ciudad de Buenos Aires, Argentina",-34.5844383,-58.4969045
$ 380.000,"Villa Pueyrredón, Capital Federal",$ 150.000 Expensas,1.0,44.0,General José Gervasio Artigas 4600,no,380000.0,8636.363636363636,54295491,Villa Pueyrredon,VILLA PUEYRREDON,NOROESTE,"General José Gervasio Artigas 4600,Villa Pueyrredon, Ciudad de Buenos Aires, Argentina",-34.5844383,-58.4969045
$ 480.000,"Villa Pueyrredón, Capital Federal",$ 72.000 Expensas,2.0,50.0,BOLIVIA 4600. Entre Av mosconi y Gabriela mistral,no,480000.0,9600.0,54260875,Villa Pueyrredon,VILLA PUEYRREDON,NOROESTE,"BOLIVIA 4600. Entre Av mosconi y Gabriela mistral,Villa Pueyrredon, Ciudad de Buenos Aires, Argentina",,
$ 1.000.000,"Villa Pueyrredón, Capital Federal",$ 100.000 Expensas,3.0,68.0,Salvador Maria Del Carril 2300,no,1000000.0,14705.882352941177,54316626,Villa Pueyrredon,VILLA PUEYRREDON,NOROESTE,"Salvador Maria Del Carril 2300,Villa Pueyrredon, Ciudad de Buenos Aires, Argentina",-34.5865155,-58.4912335
$ 300.000,"Villa Pueyrredón, Capital Federal",$ 58.000 Expensas,1.0,33.0,"CAMPANA 4800. Entre Lopez, carlos antonio y Griveo",no,300000.0,9090.90909090909,54283889,Villa Pueyrredon,VILLA PUEYRREDON,NOROESTE,"CAMPANA 4800. Entre Lopez, carlos antonio y Griveo,Villa Pueyrredon, Ciudad de Buenos Aires, Argentina",,
$ 550.000,"Villa Pueyrredón, Capital Federal",$ 75.000 Expensas,2.0,46.0,ZAMUDIO 4600. Entre Av mosconi y Gabriela mistral,no,550000.0,11956.521739130434,54320108,Villa Pueyrredon,VILLA PUEYRREDON,NOROESTE,"ZAMUDIO 4600. Entre Av mosconi y Gabriela mistral,Villa Pueyrredon, Ciudad de Buenos Aires, Argentina",,
$ 500.000,"Villa Pueyrredón, Capital Federal",$ 70.200 Expensas,2.0,42.0,José León Cabezón 3000,no,500000.0,11904.761904761905,54366695,Villa Pueyrredon,VILLA PUEYRREDON,NOROESTE,"José León Cabezón 3000,Villa Pueyrredon, Ciudad de Buenos Aires, Argentina",-34.583762,-58.506267
